id,附加费代码,附加费名称,船司,航线,起运港,目的港,币种,20底,40底,40HQ底,单票,付款方式
187876,EIR,打单费,HMM,欧洲,SHENZHEN,LE HAVRE,CNY,35,35,35,,PREPAID
187876,ENS,欧洲舱单费,HMM,欧洲,SHENZHEN,LE HAVRE,USD,,,,30.0,PREPAID
187876,LSS,低硫附加费,HMM,欧洲,SHENZHEN,LE HAVRE,USD,29,58,58,,PREPAID
187876,THC,码头操作费,HMM,欧洲,SHENZHEN,LE HAVRE,CNY,797,1509,1509,,PREPAID
187876,SEAL,封条费,HMM,欧洲,SHENZHEN,LE HAVRE,CNY,55,55,55,,PREPAID
187876,BAF,燃油附加费,HMM,欧洲,SHENZHEN,LE HAVRE,USD,0,0,0,,PREPAID
170729,THC,码头操作费,CMA,日本,SHENZHEN,HAKATA,CNY,775,1160,1160,,PREPAID
170729,TLX,电放费,CMA,日本,SHENZHEN,HAKATA,CNY,,,,450.0,PREPAID
170729,DOC,文件费,CMA,日本,SHENZHEN,HAKATA,CNY,,,,450.0,PREPAID
170729,SEAL,封条费,CMA,日本,SHENZHEN,HAKATA,CNY,30,30,30,,PREPAID
170729,EIR,打单费,CMA,日本,SHENZHEN,HAKATA,CNY,35,35,35,,PREPAID
170729,AFR,日本舱单费,CMA,日本,SHENZHEN,HAKATA,USD,30,30,30,,PREPAID
170729,LSS,低硫附加费,CMA,日本,SHENZHEN,HAKATA,USD,25,50,50,,PREPAID
187875,DOC,文件费,HMM,欧洲,SHENZHEN,LONDON GATEWAY,CNY,,,,450.0,PREPAID
187875,EIR,打单费,HMM,欧洲,SHENZHEN,LONDON GATEWAY,CNY,35,35,35,,PREPAID
187875,ENS,欧洲舱单费,HMM,欧洲,SHENZHEN,LONDON GATEWAY,USD,,,,30.0,PREPAID
187875,LSS,低硫附加费,HMM,欧洲,SHENZHEN,LONDON GATEWAY,USD,29,58,58,,PREPAID
187875,THC,码头操作费,HMM,欧洲,SHENZHEN,LONDON GATEWAY,CNY,797,1509,1509,,PREPAID
187875,SEAL,封条费,HMM,欧洲,SHENZHEN,LONDON GATEWAY,CNY,55,55,55,,PREPAID
187875,BAF,燃油附加费,HMM,欧洲,SHENZHEN,LONDON GATEWAY,USD,0,0,0,,PREPAID
161966,SEAL,封条费,KMTC,马来西亚,SHENZHEN,PORT KELANG,CNY,30,30,30,,PREPAID
161966,EIR,打单费,KMTC,马来西亚,SHENZHEN,PORT KELANG,CNY,40,40,40,,PREPAID
161966,TLX,电放费,KMTC,马来西亚,SHENZHEN,PORT KELANG,CNY,,,,450.0,PREPAID
161966,THC,码头操作费,KMTC,马来西亚,SHENZHEN,PORT KELANG,CNY,700,1100,1100,,PREPAID
161966,DOC,文件费,KMTC,马来西亚,SHENZHEN,PORT KELANG,CNY,,,,450.0,PREPAID
161966,LSS,低硫附加费,KMTC,马来西亚,SHENZHEN,PORT KELANG,USD,20,40,40,,PREPAID
187874,DOC,文件费,HMM,欧洲,SHENZHEN,ANTWERP,CNY,,,,450.0,PREPAID
187874,EIR,打单费,HMM,欧洲,SHENZHEN,ANTWERP,CNY,35,35,35,,PREPAID
187874,ENS,欧洲舱单费,HMM,欧洲,SHENZHEN,ANTWERP,USD,,,,30.0,PREPAID
187874,LSS,低硫附加费,HMM,欧洲,SHENZHEN,ANTWERP,USD,29,58,58,,PREPAID
187874,THC,码头操作费,HMM,欧洲,SHENZHEN,ANTWERP,CNY,797,1509,1509,,PREPAID
187874,SEAL,封条费,HMM,欧洲,SHENZHEN,ANTWERP,CNY,55,55,55,,PREPAID
187874,BAF,燃油附加费,HMM,欧洲,SHENZHEN,ANTWERP,USD,0,0,0,,PREPAID
202557,THC,码头操作费,EMC,日本,SHENZHEN,HAKATA,CNY,840,1428,1428,,PREPAID
202557,DOC,文件费,EMC,日本,SHENZHEN,HAKATA,CNY,,,,450.0,PREPAID
202557,SEAL,封条费,EMC,日本,SHENZHEN,HAKATA,CNY,30,30,30,,PREPAID
202557,EIR,打单费,EMC,日本,SHENZHEN,HAKATA,CNY,40,40,40,,PREPAID
202557,VGM,经核实的集装箱总重,EMC,日本,SHENZHEN,HAKATA,CNY,20,20,20,,PREPAID
202557,AFR,日本舱单费,EMC,日本,SHENZHEN,HAKATA,USD,30,30,30,,PREPAID
202557,LSS,低硫附加费,EMC,日本,SHENZHEN,HAKATA,USD,20,40,40,,PREPAID
187873,DOC,文件费,HMM,欧洲,SHENZHEN,HAMBURG,CNY,,,,450.0,PREPAID
187873,EIR,打单费,HMM,欧洲,SHENZHEN,HAMBURG,CNY,35,35,35,,PREPAID
187873,ENS,欧洲舱单费,HMM,欧洲,SHENZHEN,HAMBURG,USD,,,,30.0,PREPAID
187873,LSS,低硫附加费,HMM,欧洲,SHENZHEN,HAMBURG,USD,29,58,58,,PREPAID
187873,THC,码头操作费,HMM,欧洲,SHENZHEN,HAMBURG,CNY,797,1509,1509,,PREPAID
187873,SEAL,封条费,HMM,欧洲,SHENZHEN,HAMBURG,CNY,55,55,55,,PREPAID
187873,BAF,燃油附加费,HMM,欧洲,SHENZHEN,HAMBURG,USD,0,0,0,,PREPAID
13624,THC,码头操作费,PIL,红海,FOSHAN,JEDDAH,CNY,586,924,924,,PREPAID
13624,DOC,文件费,PIL,红海,FOSHAN,JEDDAH,CNY,,,,450.0,PREPAID
13624,SEAL,封条费,PIL,红海,FOSHAN,JEDDAH,CNY,45,45,45,,PREPAID
13624,EIR,打单费,PIL,红海,FOSHAN,JEDDAH,CNY,40,40,40,,PREPAID
13624,LSS,低硫附加费,PIL,红海,FOSHAN,JEDDAH,USD,25,50,50,,PREPAID
13624,ISPS,港口安保费,PIL,红海,FOSHAN,JEDDAH,USD,10,10,10,,PREPAID
13624,TLX,电放费,PIL,红海,FOSHAN,JEDDAH,CNY,,,,450.0,PREPAID
187872,DOC,文件费,HMM,欧洲,SHENZHEN,ROTTERDAM,CNY,,,,450.0,PREPAID
187872,EIR,打单费,HMM,欧洲,SHENZHEN,ROTTERDAM,CNY,35,35,35,,PREPAID
187872,ENS,欧洲舱单费,HMM,欧洲,SHENZHEN,ROTTERDAM,USD,,,,30.0,PREPAID
187872,LSS,低硫附加费,HMM,欧洲,SHENZHEN,ROTTERDAM,USD,29,58,58,,PREPAID
187872,THC,码头操作费,HMM,欧洲,SHENZHEN,ROTTERDAM,CNY,797,1509,1509,,PREPAID
187872,SEAL,封条费,HMM,欧洲,SHENZHEN,ROTTERDAM,CNY,55,55,55,,PREPAID
187872,BAF,燃油附加费,HMM,欧洲,SHENZHEN,ROTTERDAM,USD,0,0,0,,PREPAID
13010,THC,码头操作费,PIL,红海,ZHONGSHAN,JEDDAH,CNY,599,950,950,,PREPAID
13010,DOC,文件费,PIL,红海,ZHONGSHAN,JEDDAH,CNY,,,,450.0,PREPAID
13010,ISPS,港口安保费,PIL,红海,ZHONGSHAN,JEDDAH,USD,10,10,10,,PREPAID
13010,SEAL,封条费,PIL,红海,ZHONGSHAN,JEDDAH,CNY,45,45,45,,PREPAID
13010,EIR,打单费,PIL,红海,ZHONGSHAN,JEDDAH,CNY,40,40,40,,PREPAID
13010,TLX,电放费,PIL,红海,ZHONGSHAN,JEDDAH,CNY,,,,450.0,PREPAID
13010,LSS,低硫附加费,PIL,红海,ZHONGSHAN,JEDDAH,USD,25,50,50,,PREPAID
13405,DOC,文件费,PIL,红海,ZHUHAI,JEDDAH,CNY,,,,450.0,PREPAID
13405,SEAL,封条费,PIL,红海,ZHUHAI,JEDDAH,CNY,45,45,45,,PREPAID
13405,ISPS,港口安保费,PIL,红海,ZHUHAI,JEDDAH,USD,10,10,10,,PREPAID
13405,EIR,打单费,PIL,红海,ZHUHAI,JEDDAH,CNY,40,40,40,,PREPAID
13405,TLX,电放费,PIL,红海,ZHUHAI,JEDDAH,CNY,,,,450.0,PREPAID
13405,LSS,低硫附加费,PIL,红海,ZHUHAI,JEDDAH,USD,25,50,50,,PREPAID
13405,THC,码头操作费,PIL,红海,ZHUHAI,JEDDAH,CNY,599,950,950,,PREPAID
50085,EIR,打单费,IAL,马来西亚,SHENZHEN,PASIR GUDANG,CNY,90,90,90,,PREPAID
50085,DOC,文件费,IAL,马来西亚,SHENZHEN,PASIR GUDANG,CNY,,,,450.0,PREPAID
50085,TLX,电放费,IAL,马来西亚,SHENZHEN,PASIR GUDANG,CNY,,,,80.0,PREPAID
50085,THC,码头操作费,IAL,马来西亚,SHENZHEN,PASIR GUDANG,CNY,660,1000,1000,,PREPAID
50085,SEAL,封条费,IAL,马来西亚,SHENZHEN,PASIR GUDANG,CNY,30,30,30,,PREPAID
50085,LSS,低硫附加费,IAL,马来西亚,SHENZHEN,PASIR GUDANG,USD,20,40,40,,PREPAID
13343,DOC,文件费,PIL,红海,ZHUHAI,JEDDAH,CNY,,,,450.0,PREPAID
13343,SEAL,封条费,PIL,红海,ZHUHAI,JEDDAH,CNY,45,45,45,,PREPAID
13343,ISPS,港口安保费,PIL,红海,ZHUHAI,JEDDAH,USD,10,10,10,,PREPAID
13343,EIR,打单费,PIL,红海,ZHUHAI,JEDDAH,CNY,40,40,40,,PREPAID
13343,TLX,电放费,PIL,红海,ZHUHAI,JEDDAH,CNY,,,,450.0,PREPAID
13343,LSS,低硫附加费,PIL,红海,ZHUHAI,JEDDAH,USD,25,50,50,,PREPAID
13343,THC,码头操作费,PIL,红海,ZHUHAI,JEDDAH,CNY,599,950,950,,PREPAID
201303,DOC,文件费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,,,,450.0,PREPAID
201303,ISPS,港口安保费,PIL,印巴,ZHONGSHAN,KARACHI,USD,10,10,10,,PREPAID
201303,SEAL,封条费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,45,45,45,,PREPAID
201303,EIR,打单费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,40,40,40,,PREPAID
201303,TLX,电放费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,,,,450.0,PREPAID
201303,LSS,低硫附加费,PIL,印巴,ZHONGSHAN,KARACHI,USD,25,50,50,,PREPAID
201303,THC,码头操作费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,599,950,950,,PREPAID
13281,DOC,文件费,PIL,红海,JIANGMEN,JEDDAH,CNY,,,,450.0,PREPAID
13281,SEAL,封条费,PIL,红海,JIANGMEN,JEDDAH,CNY,45,45,45,,PREPAID
13281,ISPS,港口安保费,PIL,红海,JIANGMEN,JEDDAH,USD,10,10,10,,PREPAID
13281,TLX,电放费,PIL,红海,JIANGMEN,JEDDAH,CNY,,,,450.0,PREPAID
13281,EIR,打单费,PIL,红海,JIANGMEN,JEDDAH,CNY,40,40,40,,PREPAID
13281,LSS,低硫附加费,PIL,红海,JIANGMEN,JEDDAH,USD,25,50,50,,PREPAID
13281,THC,码头操作费,PIL,红海,JIANGMEN,JEDDAH,CNY,599,950,950,,PREPAID
201302,DOC,文件费,PIL,印巴,ZHUHAI,KARACHI,CNY,,,,450.0,PREPAID
201302,SEAL,封条费,PIL,印巴,ZHUHAI,KARACHI,CNY,45,45,45,,PREPAID
201302,ISPS,港口安保费,PIL,印巴,ZHUHAI,KARACHI,USD,10,10,10,,PREPAID
201302,EIR,打单费,PIL,印巴,ZHUHAI,KARACHI,CNY,40,40,40,,PREPAID
201302,TLX,电放费,PIL,印巴,ZHUHAI,KARACHI,CNY,,,,450.0,PREPAID
201302,LSS,低硫附加费,PIL,印巴,ZHUHAI,KARACHI,USD,25,50,50,,PREPAID
201302,THC,码头操作费,PIL,印巴,ZHUHAI,KARACHI,CNY,599,950,950,,PREPAID
13186,DOC,文件费,PIL,红海,JIANGMEN,JEDDAH,CNY,,,,450.0,PREPAID
13186,SEAL,封条费,PIL,红海,JIANGMEN,JEDDAH,CNY,45,45,45,,PREPAID
13186,ISPS,港口安保费,PIL,红海,JIANGMEN,JEDDAH,USD,10,10,10,,PREPAID
13186,TLX,电放费,PIL,红海,JIANGMEN,JEDDAH,CNY,,,,450.0,PREPAID
13186,EIR,打单费,PIL,红海,JIANGMEN,JEDDAH,CNY,40,40,40,,PREPAID
13186,LSS,低硫附加费,PIL,红海,JIANGMEN,JEDDAH,USD,25,50,50,,PREPAID
13186,THC,码头操作费,PIL,红海,JIANGMEN,JEDDAH,CNY,599,950,950,,PREPAID
201301,THC,码头操作费,PIL,印巴,FOSHAN,KARACHI,CNY,586,924,924,,PREPAID
201301,ISPS,港口安保费,PIL,印巴,FOSHAN,KARACHI,USD,10,10,10,,PREPAID
201301,DOC,文件费,PIL,印巴,FOSHAN,KARACHI,CNY,,,,450.0,PREPAID
201301,SEAL,封条费,PIL,印巴,FOSHAN,KARACHI,CNY,45,45,45,,PREPAID
201301,TLX,电放费,PIL,印巴,FOSHAN,KARACHI,CNY,,,,450.0,PREPAID
201301,EIR,打单费,PIL,印巴,FOSHAN,KARACHI,CNY,40,40,40,,PREPAID
201301,LSS,低硫附加费,PIL,印巴,FOSHAN,KARACHI,USD,25,50,50,,PREPAID
187870,DOC,文件费,HMM,欧洲,SHENZHEN,LE HAVRE,CNY,,,,450.0,PREPAID
187870,EIR,打单费,HMM,欧洲,SHENZHEN,LE HAVRE,CNY,35,35,35,,PREPAID
187870,ENS,欧洲舱单费,HMM,欧洲,SHENZHEN,LE HAVRE,USD,,,,30.0,PREPAID
187870,LSS,低硫附加费,HMM,欧洲,SHENZHEN,LE HAVRE,USD,29,58,58,,PREPAID
187870,THC,码头操作费,HMM,欧洲,SHENZHEN,LE HAVRE,CNY,797,1509,1509,,PREPAID
187870,SEAL,封条费,HMM,欧洲,SHENZHEN,LE HAVRE,CNY,55,55,55,,PREPAID
187870,BAF,燃油附加费,HMM,欧洲,SHENZHEN,LE HAVRE,USD,0,0,0,,PREPAID
72710,DOC,文件费,PIL,印巴,ZHUHAI,KARACHI,CNY,,,,450.0,PREPAID
72710,SEAL,封条费,PIL,印巴,ZHUHAI,KARACHI,CNY,45,45,45,,PREPAID
72710,ISPS,港口安保费,PIL,印巴,ZHUHAI,KARACHI,USD,10,10,10,,PREPAID
72710,EIR,打单费,PIL,印巴,ZHUHAI,KARACHI,CNY,40,40,40,,PREPAID
72710,TLX,电放费,PIL,印巴,ZHUHAI,KARACHI,CNY,,,,450.0,PREPAID
72710,LSS,低硫附加费,PIL,印巴,ZHUHAI,KARACHI,USD,25,50,50,,PREPAID
72710,THC,码头操作费,PIL,印巴,ZHUHAI,KARACHI,CNY,599,950,950,,PREPAID
13140,THC,码头操作费,PIL,红海,ZHONGSHAN,JEDDAH,CNY,599,950,950,,PREPAID
13140,DOC,文件费,PIL,红海,ZHONGSHAN,JEDDAH,CNY,,,,450.0,PREPAID
13140,ISPS,港口安保费,PIL,红海,ZHONGSHAN,JEDDAH,USD,10,10,10,,PREPAID
13140,SEAL,封条费,PIL,红海,ZHONGSHAN,JEDDAH,CNY,45,45,45,,PREPAID
13140,EIR,打单费,PIL,红海,ZHONGSHAN,JEDDAH,CNY,40,40,40,,PREPAID
13140,TLX,电放费,PIL,红海,ZHONGSHAN,JEDDAH,CNY,,,,450.0,PREPAID
13140,LSS,低硫附加费,PIL,红海,ZHONGSHAN,JEDDAH,USD,25,50,50,,PREPAID
201297,DOC,文件费,PIL,印巴,JIANGMEN,KARACHI,CNY,,,,450.0,PREPAID
201297,SEAL,封条费,PIL,印巴,JIANGMEN,KARACHI,CNY,45,45,45,,PREPAID
201297,ISPS,港口安保费,PIL,印巴,JIANGMEN,KARACHI,USD,10,10,10,,PREPAID
201297,TLX,电放费,PIL,印巴,JIANGMEN,KARACHI,CNY,,,,450.0,PREPAID
201297,EIR,打单费,PIL,印巴,JIANGMEN,KARACHI,CNY,40,40,40,,PREPAID
201297,LSS,低硫附加费,PIL,印巴,JIANGMEN,KARACHI,USD,25,50,50,,PREPAID
201297,THC,码头操作费,PIL,印巴,JIANGMEN,KARACHI,CNY,599,950,950,,PREPAID
187869,DOC,文件费,HMM,欧洲,SHENZHEN,ANTWERP,CNY,,,,450.0,PREPAID
187869,EIR,打单费,HMM,欧洲,SHENZHEN,ANTWERP,CNY,35,35,35,,PREPAID
187869,ENS,欧洲舱单费,HMM,欧洲,SHENZHEN,ANTWERP,USD,,,,30.0,PREPAID
187869,LSS,低硫附加费,HMM,欧洲,SHENZHEN,ANTWERP,USD,29,58,58,,PREPAID
187869,THC,码头操作费,HMM,欧洲,SHENZHEN,ANTWERP,CNY,797,1509,1509,,PREPAID
187869,SEAL,封条费,HMM,欧洲,SHENZHEN,ANTWERP,CNY,55,55,55,,PREPAID
187869,BAF,燃油附加费,HMM,欧洲,SHENZHEN,ANTWERP,USD,0,0,0,,PREPAID
72709,THC,码头操作费,PIL,印巴,FOSHAN,KARACHI,CNY,586,924,924,,PREPAID
72709,ISPS,港口安保费,PIL,印巴,FOSHAN,KARACHI,USD,10,10,10,,PREPAID
72709,DOC,文件费,PIL,印巴,FOSHAN,KARACHI,CNY,,,,450.0,PREPAID
72709,SEAL,封条费,PIL,印巴,FOSHAN,KARACHI,CNY,45,45,45,,PREPAID
72709,TLX,电放费,PIL,印巴,FOSHAN,KARACHI,CNY,,,,450.0,PREPAID
72709,EIR,打单费,PIL,印巴,FOSHAN,KARACHI,CNY,40,40,40,,PREPAID
72709,LSS,低硫附加费,PIL,印巴,FOSHAN,KARACHI,USD,25,50,50,,PREPAID
201296,DOC,文件费,PIL,印巴,ZHUHAI,KARACHI,CNY,,,,450.0,PREPAID
201296,SEAL,封条费,PIL,印巴,ZHUHAI,KARACHI,CNY,45,45,45,,PREPAID
201296,ISPS,港口安保费,PIL,印巴,ZHUHAI,KARACHI,USD,10,10,10,,PREPAID
201296,EIR,打单费,PIL,印巴,ZHUHAI,KARACHI,CNY,40,40,40,,PREPAID
201296,TLX,电放费,PIL,印巴,ZHUHAI,KARACHI,CNY,,,,450.0,PREPAID
201296,LSS,低硫附加费,PIL,印巴,ZHUHAI,KARACHI,USD,25,50,50,,PREPAID
201296,THC,码头操作费,PIL,印巴,ZHUHAI,KARACHI,CNY,599,950,950,,PREPAID
187868,DOC,文件费,HMM,欧洲,SHENZHEN,ROTTERDAM,CNY,,,,450.0,PREPAID
187868,EIR,打单费,HMM,欧洲,SHENZHEN,ROTTERDAM,CNY,35,35,35,,PREPAID
187868,ENS,欧洲舱单费,HMM,欧洲,SHENZHEN,ROTTERDAM,USD,,,,30.0,PREPAID
187868,LSS,低硫附加费,HMM,欧洲,SHENZHEN,ROTTERDAM,USD,29,58,58,,PREPAID
187868,THC,码头操作费,HMM,欧洲,SHENZHEN,ROTTERDAM,CNY,797,1509,1509,,PREPAID
187868,SEAL,封条费,HMM,欧洲,SHENZHEN,ROTTERDAM,CNY,55,55,55,,PREPAID
187868,BAF,燃油附加费,HMM,欧洲,SHENZHEN,ROTTERDAM,USD,0,0,0,,PREPAID
72706,DOC,文件费,PIL,印巴,JIANGMEN,KARACHI,CNY,,,,450.0,PREPAID
72706,SEAL,封条费,PIL,印巴,JIANGMEN,KARACHI,CNY,45,45,45,,PREPAID
72706,ISPS,港口安保费,PIL,印巴,JIANGMEN,KARACHI,USD,10,10,10,,PREPAID
72706,TLX,电放费,PIL,印巴,JIANGMEN,KARACHI,CNY,,,,450.0,PREPAID
72706,EIR,打单费,PIL,印巴,JIANGMEN,KARACHI,CNY,40,40,40,,PREPAID
72706,LSS,低硫附加费,PIL,印巴,JIANGMEN,KARACHI,USD,25,50,50,,PREPAID
72706,THC,码头操作费,PIL,印巴,JIANGMEN,KARACHI,CNY,599,950,950,,PREPAID
201295,DOC,文件费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,,,,450.0,PREPAID
201295,ISPS,港口安保费,PIL,印巴,ZHONGSHAN,KARACHI,USD,10,10,10,,PREPAID
201295,SEAL,封条费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,45,45,45,,PREPAID
201295,EIR,打单费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,40,40,40,,PREPAID
201295,TLX,电放费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,,,,450.0,PREPAID
201295,LSS,低硫附加费,PIL,印巴,ZHONGSHAN,KARACHI,USD,25,50,50,,PREPAID
201295,THC,码头操作费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,599,950,950,,PREPAID
187867,DOC,文件费,HMM,欧洲,SHENZHEN,GDANSK,CNY,,,,450.0,PREPAID
187867,EIR,打单费,HMM,欧洲,SHENZHEN,GDANSK,CNY,35,35,35,,PREPAID
187867,ENS,欧洲舱单费,HMM,欧洲,SHENZHEN,GDANSK,USD,,,,30.0,PREPAID
187867,LSS,低硫附加费,HMM,欧洲,SHENZHEN,GDANSK,USD,29,58,58,,PREPAID
187867,THC,码头操作费,HMM,欧洲,SHENZHEN,GDANSK,CNY,797,1509,1509,,PREPAID
187867,SEAL,封条费,HMM,欧洲,SHENZHEN,GDANSK,CNY,55,55,55,,PREPAID
187867,BAF,燃油附加费,HMM,欧洲,SHENZHEN,GDANSK,USD,0,0,0,,PREPAID
72705,DOC,文件费,PIL,印巴,ZHUHAI,KARACHI,CNY,,,,450.0,PREPAID
72705,SEAL,封条费,PIL,印巴,ZHUHAI,KARACHI,CNY,45,45,45,,PREPAID
72705,ISPS,港口安保费,PIL,印巴,ZHUHAI,KARACHI,USD,10,10,10,,PREPAID
72705,EIR,打单费,PIL,印巴,ZHUHAI,KARACHI,CNY,40,40,40,,PREPAID
72705,TLX,电放费,PIL,印巴,ZHUHAI,KARACHI,CNY,,,,450.0,PREPAID
72705,LSS,低硫附加费,PIL,印巴,ZHUHAI,KARACHI,USD,25,50,50,,PREPAID
72705,THC,码头操作费,PIL,印巴,ZHUHAI,KARACHI,CNY,599,950,950,,PREPAID
198499,THC,码头操作费,PIL,印巴,GUANGZHOU,KARACHI,CNY,599,950,950,,PREPAID
198499,ISPS,港口安保费,PIL,印巴,GUANGZHOU,KARACHI,USD,10,10,10,,PREPAID
198499,DOC,文件费,PIL,印巴,GUANGZHOU,KARACHI,CNY,,,,450.0,PREPAID
198499,SEAL,封条费,PIL,印巴,GUANGZHOU,KARACHI,CNY,45,45,45,,PREPAID
198499,EIR,打单费,PIL,印巴,GUANGZHOU,KARACHI,CNY,40,40,40,,PREPAID
198499,TLX,电放费,PIL,印巴,GUANGZHOU,KARACHI,CNY,,,,450.0,PREPAID
198499,LSS,低硫附加费,PIL,印巴,GUANGZHOU,KARACHI,USD,25,50,50,,PREPAID
187866,DOC,文件费,HMM,欧洲,SHENZHEN,BREMERHAVEN,CNY,,,,450.0,PREPAID
187866,EIR,打单费,HMM,欧洲,SHENZHEN,BREMERHAVEN,CNY,35,35,35,,PREPAID
187866,ENS,欧洲舱单费,HMM,欧洲,SHENZHEN,BREMERHAVEN,USD,,,,30.0,PREPAID
187866,LSS,低硫附加费,HMM,欧洲,SHENZHEN,BREMERHAVEN,USD,29,58,58,,PREPAID
187866,THC,码头操作费,HMM,欧洲,SHENZHEN,BREMERHAVEN,CNY,797,1509,1509,,PREPAID
187866,SEAL,封条费,HMM,欧洲,SHENZHEN,BREMERHAVEN,CNY,55,55,55,,PREPAID
187866,BAF,燃油附加费,HMM,欧洲,SHENZHEN,BREMERHAVEN,USD,0,0,0,,PREPAID
72704,DOC,文件费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,,,,450.0,PREPAID
72704,ISPS,港口安保费,PIL,印巴,ZHONGSHAN,KARACHI,USD,10,10,10,,PREPAID
72704,SEAL,封条费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,45,45,45,,PREPAID
72704,EIR,打单费,PIL,印巴,ZHONGSHAN,KARACHI,CNY,40,40,40,,PREPAID
