id,起运港,目的港,船公司,目的港挂靠,航线代码,LINE,航程,船期,中转港,港区,20底,40底,40HQ底,起始日期,结束日期,供应商,备注,备注1,备注2
43077,ZHONGSHAN,HOCHIMINH CAT LAI,PIL,,,越南,5,"1,3,5/5",NANSHA,ZhongShanGang,585,1060,1060,08/01,09/14,中山海光,,,
43598,ZHONGSHAN,LAT KRABANG,PIL,,,泰国,12,"1,3,5/6",NANSHA,XiaoLan,335,460,460,08/01,09/14,中山海光,,,
43535,ZHUHAI,LAT KRABANG,PIL,,,泰国,12,"1,3,5/6",NANSHA,XIYU,335,460,460,08/01,09/14,中山海光,,,
43472,JIANGMEN,LAT KRABANG,PIL,,,泰国,12,"1,3,5/6",NANSHA,WAIHAI,335,460,460,08/01,09/14,中山海光,,,
43280,FOSHAN,LAT KRABANG,PIL,,,泰国,12,"1,3,5/6",NANSHA,JiuJiang,335,460,460,08/01,09/14,中山海光,,,
43217,ZHUHAI,LAT KRABANG,PIL,,,泰国,12,"1,3,5/6",NANSHA,HONGWANG,335,460,460,08/01,09/14,中山海光,,,
43154,JIANGMEN,LAT KRABANG,PIL,,,泰国,12,"1,3,5/6",NANSHA,GAOSHA,335,460,460,08/01,09/14,中山海光,,,
43074,ZHONGSHAN,LAT KRABANG,PIL,,,泰国,12,"1,3,5/6",NANSHA,ZhongShanGang,335,460,460,08/01,09/14,中山海光,,,
43597,ZHONGSHAN,BANGKOK,PIL,SCT,,泰国,7,"1,3,5/4",NANSHA,XiaoLan,385,510,510,08/01,09/14,中山海光,,,
43596,ZHONGSHAN,BANGKOK,PIL,BMT,,泰国,7,"1,3,5/4",NANSHA,XiaoLan,360,535,535,08/01,09/14,中山海光,,,
43595,ZHONGSHAN,BANGKOK,PIL,PAT,,泰国,7,"1,3,5/4",NANSHA,XiaoLan,365,560,560,08/01,09/14,中山海光,,,
43534,ZHUHAI,BANGKOK,PIL,SCT,,泰国,7,"1,3,5/4",NANSHA,XIYU,385,510,510,08/01,09/14,中山海光,,,
43533,ZHUHAI,BANGKOK,PIL,BMT,,泰国,7,"1,3,5/4",NANSHA,XIYU,360,535,535,08/01,09/14,中山海光,,,
43532,ZHUHAI,BANGKOK,PIL,PAT,,泰国,7,"1,3,5/4",NANSHA,XIYU,365,560,560,08/01,09/14,中山海光,,,
43471,JIANGMEN,BANGKOK,PIL,SCT,,泰国,7,"1,3,5/4",NANSHA,WAIHAI,385,510,510,08/01,09/14,中山海光,,,
43470,JIANGMEN,BANGKOK,PIL,BMT,,泰国,7,"1,3,5/4",NANSHA,WAIHAI,360,535,535,08/01,09/14,中山海光,,,
43469,JIANGMEN,BANGKOK,PIL,PAT,,泰国,7,"1,3,5/4",NANSHA,WAIHAI,365,560,560,08/01,09/14,中山海光,,,
43465,JIANGMEN,PONTIANAK,PIL,,,印尼,17,"1,3,5/3",NANSHA,WAIHAI,10,10,10,08/01,09/14,中山海光,,,
43273,FOSHAN,PONTIANAK,PIL,,,印尼,17,"1,3,5/3",NANSHA,JiuJiang,10,10,10,08/01,09/14,中山海光,,,
43210,ZHUHAI,PONTIANAK,PIL,,,印尼,17,"1,3,5/3",NANSHA,HONGWANG,10,10,10,08/01,09/14,中山海光,,,
43147,JIANGMEN,PONTIANAK,PIL,,,印尼,17,"1,3,5/3",NANSHA,GAOSHA,10,10,10,08/01,09/14,中山海光,,,
43070,ZHONGSHAN,PONTIANAK,PIL,,,印尼,17,"1,3,5/3",NANSHA,ZhongShanGang,10,10,10,08/01,09/14,中山海光,,,
43590,ZHONGSHAN,PANJANG,PIL,,,印尼,14,"1,3,5/3",NANSHA,XiaoLan,710,1460,1460,08/01,09/14,中山海光,,,
43527,ZHUHAI,PANJANG,PIL,,,印尼,14,"1,3,5/3",NANSHA,XIYU,710,1460,1460,08/01,09/14,中山海光,,,
43464,JIANGMEN,PANJANG,PIL,,,印尼,14,"1,3,5/3",NANSHA,WAIHAI,710,1460,1460,08/01,09/14,中山海光,,,
43272,FOSHAN,PANJANG,PIL,,,印尼,14,"1,3,5/3",NANSHA,JiuJiang,710,1460,1460,08/01,09/14,中山海光,,,
43209,ZHUHAI,PANJANG,PIL,,,印尼,14,"1,3,5/3",NANSHA,HONGWANG,710,1460,1460,08/01,09/14,中山海光,,,
43279,FOSHAN,BANGKOK,PIL,SCT,,泰国,7,"1,3,5/4",NANSHA,JiuJiang,385,510,510,08/01,09/14,中山海光,,,
43278,FOSHAN,BANGKOK,PIL,BMT,,泰国,7,"1,3,5/4",NANSHA,JiuJiang,360,535,535,08/01,09/14,中山海光,,,
43277,FOSHAN,BANGKOK,PIL,PAT,,泰国,7,"1,3,5/4",NANSHA,JiuJiang,365,560,560,08/01,09/14,中山海光,,,
43216,ZHUHAI,BANGKOK,PIL,SCT,,泰国,7,"1,3,5/4",NANSHA,HONGWANG,385,510,510,08/01,09/14,中山海光,,,
43215,ZHUHAI,BANGKOK,PIL,BMT,,泰国,7,"1,3,5/4",NANSHA,HONGWANG,360,535,535,08/01,09/14,中山海光,,,
43214,ZHUHAI,BANGKOK,PIL,PAT,,泰国,7,"1,3,5/4",NANSHA,HONGWANG,365,560,560,08/01,09/14,中山海光,,,
43153,JIANGMEN,BANGKOK,PIL,SCT,,泰国,7,"1,3,5/4",NANSHA,GAOSHA,385,510,510,08/01,09/14,中山海光,,,
43594,ZHONGSHAN,LAEM CHABANG,PIL,,,泰国,5,"1,3,5/4",NANSHA,XiaoLan,235,360,360,08/01,09/14,中山海光,,,
43531,ZHUHAI,LAEM CHABANG,PIL,,,泰国,5,"1,3,5/4",NANSHA,XIYU,235,360,360,08/01,09/14,中山海光,,,
43468,JIANGMEN,LAEM CHABANG,PIL,,,泰国,5,"1,3,5/4",NANSHA,WAIHAI,235,360,360,08/01,09/14,中山海光,,,
43276,FOSHAN,LAEM CHABANG,PIL,,,泰国,5,"1,3,5/4",NANSHA,JiuJiang,235,360,360,08/01,09/14,中山海光,,,
43213,ZHUHAI,LAEM CHABANG,PIL,,,泰国,5,"1,3,5/4",NANSHA,HONGWANG,235,360,360,08/01,09/14,中山海光,,,
43150,JIANGMEN,LAEM CHABANG,PIL,,,泰国,5,"1,3,5/4",NANSHA,GAOSHA,235,360,360,08/01,09/14,中山海光,,,
43073,ZHONGSHAN,LAEM CHABANG,PIL,,,泰国,5,"1,3,5/4",NANSHA,ZhongShanGang,235,360,360,08/01,09/14,中山海光,,,
43593,ZHONGSHAN,SURABAYA,PIL,,,印尼,11,"1,3,5/2",NANSHA,XiaoLan,460,760,760,08/01,09/14,中山海光,,,
43530,ZHUHAI,SURABAYA,PIL,,,印尼,11,"1,3,5/2",NANSHA,XIYU,460,760,760,08/01,09/14,中山海光,,,
43467,JIANGMEN,SURABAYA,PIL,,,印尼,11,"1,3,5/2",NANSHA,WAIHAI,460,760,760,08/01,09/14,中山海光,,,
43275,FOSHAN,SURABAYA,PIL,,,印尼,11,"1,3,5/2",NANSHA,JiuJiang,460,760,760,08/01,09/14,中山海光,,,
43212,ZHUHAI,SURABAYA,PIL,,,印尼,11,"1,3,5/2",NANSHA,HONGWANG,460,760,760,08/01,09/14,中山海光,,,
43149,JIANGMEN,SURABAYA,PIL,,,印尼,11,"1,3,5/2",NANSHA,GAOSHA,460,760,760,08/01,09/14,中山海光,,,
43072,ZHONGSHAN,SURABAYA,PIL,,,印尼,11,"1,3,5/2",NANSHA,ZhongShanGang,460,760,760,08/01,09/14,中山海光,,,
43592,ZHONGSHAN,SEMARANG,PIL,,,印尼,7,"1,3,5/2",NANSHA,XiaoLan,460,760,760,08/01,09/14,中山海光,,,
43529,ZHUHAI,SEMARANG,PIL,,,印尼,7,"1,3,5/2",NANSHA,XIYU,460,760,760,08/01,09/14,中山海光,,,
43466,JIANGMEN,SEMARANG,PIL,,,印尼,7,"1,3,5/2",NANSHA,WAIHAI,460,760,760,08/01,09/14,中山海光,,,
43274,FOSHAN,SEMARANG,PIL,,,印尼,7,"1,3,5/2",NANSHA,JiuJiang,460,760,760,08/01,09/14,中山海光,,,
43211,ZHUHAI,SEMARANG,PIL,,,印尼,7,"1,3,5/2",NANSHA,HONGWANG,460,760,760,08/01,09/14,中山海光,,,
43148,JIANGMEN,SEMARANG,PIL,,,印尼,7,"1,3,5/2",NANSHA,GAOSHA,460,760,760,08/01,09/14,中山海光,,,
43071,ZHONGSHAN,SEMARANG,PIL,,,印尼,7,"1,3,5/2",NANSHA,ZhongShanGang,460,760,760,08/01,09/14,中山海光,,,
43591,ZHONGSHAN,PONTIANAK,PIL,,,印尼,17,"1,3,5/3",NANSHA,XiaoLan,10,10,10,08/01,09/14,中山海光,,,
43528,ZHUHAI,PONTIANAK,PIL,,,印尼,17,"1,3,5/3",NANSHA,XIYU,10,10,10,08/01,09/14,中山海光,,,
43146,JIANGMEN,PANJANG,PIL,,,印尼,14,"1,3,5/3",NANSHA,GAOSHA,710,1460,1460,08/01,09/14,中山海光,,,
43069,ZHONGSHAN,PANJANG,PIL,,,印尼,14,"1,3,5/3",NANSHA,ZhongShanGang,710,1460,1460,08/01,09/14,中山海光,,,
43589,ZHONGSHAN,PALEMBANG,PIL,,,印尼,18,"1,3,5/3",NANSHA,XiaoLan,735,1460,1460,08/01,09/14,中山海光,,,
43526,ZHUHAI,PALEMBANG,PIL,,,印尼,18,"1,3,5/3",NANSHA,XIYU,735,1460,1460,08/01,09/14,中山海光,,,
43463,JIANGMEN,PALEMBANG,PIL,,,印尼,18,"1,3,5/3",NANSHA,WAIHAI,735,1460,1460,08/01,09/14,中山海光,,,
43271,FOSHAN,PALEMBANG,PIL,,,印尼,18,"1,3,5/3",NANSHA,JiuJiang,735,1460,1460,08/01,09/14,中山海光,,,
43208,ZHUHAI,PALEMBANG,PIL,,,印尼,18,"1,3,5/3",NANSHA,HONGWANG,735,1460,1460,08/01,09/14,中山海光,,,
43145,JIANGMEN,PALEMBANG,PIL,,,印尼,18,"1,3,5/3",NANSHA,GAOSHA,735,1460,1460,08/01,09/14,中山海光,,,
43068,ZHONGSHAN,PALEMBANG,PIL,,,印尼,18,"1,3,5/3",NANSHA,ZhongShanGang,735,1460,1460,08/01,09/14,中山海光,,,
43588,ZHONGSHAN,JAKARTA,PIL,,,印尼,12,"1,3,5/2",NANSHA,XiaoLan,460,760,760,08/01,09/14,中山海光,,,
43525,ZHUHAI,JAKARTA,PIL,,,印尼,12,"1,3,5/2",NANSHA,XIYU,460,760,760,08/01,09/14,中山海光,,,
43462,JIANGMEN,JAKARTA,PIL,,,印尼,12,"1,3,5/2",NANSHA,WAIHAI,460,760,760,08/01,09/14,中山海光,,,
43270,FOSHAN,JAKARTA,PIL,,,印尼,12,"1,3,5/2",NANSHA,JiuJiang,460,760,760,08/01,09/14,中山海光,,,
43207,ZHUHAI,JAKARTA,PIL,,,印尼,12,"1,3,5/2",NANSHA,HONGWANG,460,760,760,08/01,09/14,中山海光,,,
43144,JIANGMEN,JAKARTA,PIL,,,印尼,12,"1,3,5/2",NANSHA,GAOSHA,460,760,760,08/01,09/14,中山海光,,,
43115,ZHONGSHAN,JAKARTA,PIL,,,印尼,12,"1,3,5/2",NANSHA,ZhongShanGang,460,760,760,08/01,09/14,中山海光,,,
43587,ZHONGSHAN,BELAWAN,PIL,,,印尼,5,"1,3,5/3",NANSHA,XiaoLan,460,760,760,08/01,09/14,中山海光,,,
43524,ZHUHAI,BELAWAN,PIL,,,印尼,5,"1,3,5/3",NANSHA,XIYU,460,760,760,08/01,09/14,中山海光,,,
43461,JIANGMEN,BELAWAN,PIL,,,印尼,5,"1,3,5/3",NANSHA,WAIHAI,460,760,760,08/01,09/14,中山海光,,,
43269,FOSHAN,BELAWAN,PIL,,,印尼,5,"1,3,5/3",NANSHA,JiuJiang,460,760,760,08/01,09/14,中山海光,,,
43206,ZHUHAI,BELAWAN,PIL,,,印尼,5,"1,3,5/3",NANSHA,HONGWANG,460,760,760,08/01,09/14,中山海光,,,
43143,JIANGMEN,BELAWAN,PIL,,,印尼,5,"1,3,5/3",NANSHA,GAOSHA,460,760,760,08/01,09/14,中山海光,,,
43067,ZHONGSHAN,BELAWAN,PIL,,,印尼,5,"1,3,5/3",NANSHA,ZhongShanGang,460,760,760,08/01,09/14,中山海光,,,
43586,ZHONGSHAN,MUARA,PIL,,,马来西亚,14,"1,3,5/6",NANSHA,XiaoLan,560,960,960,08/01,09/14,中山海光,,,
43523,ZHUHAI,MUARA,PIL,,,马来西亚,14,"1,3,5/6",NANSHA,XIYU,560,960,960,08/01,09/14,中山海光,,,
43460,JIANGMEN,MUARA,PIL,,,马来西亚,14,"1,3,5/6",NANSHA,WAIHAI,560,960,960,08/01,09/14,中山海光,,,
43268,FOSHAN,MUARA,PIL,,,马来西亚,14,"1,3,5/6",NANSHA,JiuJiang,560,960,960,08/01,09/14,中山海光,,,
43205,ZHUHAI,MUARA,PIL,,,马来西亚,14,"1,3,5/6",NANSHA,HONGWANG,560,960,960,08/01,09/14,中山海光,,,
43142,JIANGMEN,MUARA,PIL,,,马来西亚,14,"1,3,5/6",NANSHA,GAOSHA,560,960,960,08/01,09/14,中山海光,,,
43066,ZHONGSHAN,MUARA,PIL,,,马来西亚,14,"1,3,5/6",NANSHA,ZhongShanGang,560,960,960,08/01,09/14,中山海光,,,
43585,ZHONGSHAN,TAWAU,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,XiaoLan,1060,2110,2110,08/01,09/14,中山海光,,,
43522,ZHUHAI,TAWAU,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,XIYU,1060,2110,2110,08/01,09/14,中山海光,,,
43459,JIANGMEN,TAWAU,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,WAIHAI,1060,2110,2110,08/01,09/14,中山海光,,,
43267,FOSHAN,TAWAU,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,JiuJiang,1060,2110,2110,08/01,09/14,中山海光,,,
43204,ZHUHAI,TAWAU,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,HONGWANG,1060,2110,2110,08/01,09/14,中山海光,,,
43141,JIANGMEN,TAWAU,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,GAOSHA,1060,2110,2110,08/01,09/14,中山海光,,,
43065,ZHONGSHAN,TAWAU,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,ZhongShanGang,1060,2110,2110,08/01,09/14,中山海光,,,
43584,ZHONGSHAN,SANDAKAN,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,XiaoLan,1060,2110,2110,08/01,09/14,中山海光,,,
43521,ZHUHAI,SANDAKAN,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,XIYU,1060,2110,2110,08/01,09/14,中山海光,,,
43458,JIANGMEN,SANDAKAN,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,WAIHAI,1060,2110,2110,08/01,09/14,中山海光,,,
43063,ZHONGSHAN,MIRI,PIL,,,马来西亚,16,"1,3,5/3",NANSHA,ZhongShanGang,1060,2110,2110,08/01,09/14,中山海光,,,
43582,ZHONGSHAN,TANJUNG MANIS,PIL,,,马来西亚,14,"1,3,5/3",NANSHA,XiaoLan,985,1960,1960,08/01,09/14,中山海光,,,
43519,ZHUHAI,TANJUNG MANIS,PIL,,,马来西亚,14,"1,3,5/3",NANSHA,XIYU,985,1960,1960,08/01,09/14,中山海光,,,
43456,JIANGMEN,TANJUNG MANIS,PIL,,,马来西亚,14,"1,3,5/3",NANSHA,WAIHAI,985,1960,1960,08/01,09/14,中山海光,,,
43264,FOSHAN,TANJUNG MANIS,PIL,,,马来西亚,14,"1,3,5/3",NANSHA,JiuJiang,985,1960,1960,08/01,09/14,中山海光,,,
43201,ZHUHAI,TANJUNG MANIS,PIL,,,马来西亚,14,"1,3,5/3",NANSHA,HONGWANG,985,1960,1960,08/01,09/14,中山海光,,,
43138,JIANGMEN,TANJUNG MANIS,PIL,,,马来西亚,14,"1,3,5/3",NANSHA,GAOSHA,985,1960,1960,08/01,09/14,中山海光,,,
43062,ZHONGSHAN,TANJUNG MANIS,PIL,,,马来西亚,14,"1,3,5/3",NANSHA,ZhongShanGang,985,1960,1960,08/01,09/14,中山海光,,,
43581,ZHONGSHAN,SIBU,PIL,,,马来西亚,11,"1,3,5/3",NANSHA,XiaoLan,960,1910,1910,08/01,09/14,中山海光,,,
43518,ZHUHAI,SIBU,PIL,,,马来西亚,11,"1,3,5/3",NANSHA,XIYU,960,1910,1910,08/01,09/14,中山海光,,,
43266,FOSHAN,SANDAKAN,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,JiuJiang,1060,2110,2110,08/01,09/14,中山海光,,,
43203,ZHUHAI,SANDAKAN,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,HONGWANG,1060,2110,2110,08/01,09/14,中山海光,,,
43140,JIANGMEN,SANDAKAN,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,GAOSHA,1060,2110,2110,08/01,09/14,中山海光,,,
43064,ZHONGSHAN,SANDAKAN,PIL,,,马来西亚,12,"1,3,5/5",NANSHA,ZhongShanGang,1060,2110,2110,08/01,09/14,中山海光,,,
43583,ZHONGSHAN,MIRI,PIL,,,马来西亚,16,"1,3,5/3",NANSHA,XiaoLan,1060,2110,2110,08/01,09/14,中山海光,,,
43520,ZHUHAI,MIRI,PIL,,,马来西亚,16,"1,3,5/3",NANSHA,XIYU,1060,2110,2110,08/01,09/14,中山海光,,,
43457,JIANGMEN,MIRI,PIL,,,马来西亚,16,"1,3,5/3",NANSHA,WAIHAI,1060,2110,2110,08/01,09/14,中山海光,,,
43265,FOSHAN,MIRI,PIL,,,马来西亚,16,"1,3,5/3",NANSHA,JiuJiang,1060,2110,2110,08/01,09/14,中山海光,,,
43202,ZHUHAI,MIRI,PIL,,,马来西亚,16,"1,3,5/3",NANSHA,HONGWANG,1060,2110,2110,08/01,09/14,中山海光,,,
43139,JIANGMEN,MIRI,PIL,,,马来西亚,16,"1,3,5/3",NANSHA,GAOSHA,1060,2110,2110,08/01,09/14,中山海光,,,
43455,JIANGMEN,SIBU,PIL,,,马来西亚,11,"1,3,5/3",NANSHA,WAIHAI,960,1910,1910,08/01,09/14,中山海光,,,
43263,FOSHAN,SIBU,PIL,,,马来西亚,11,"1,3,5/3",NANSHA,JiuJiang,960,1910,1910,08/01,09/14,中山海光,,,
43200,ZHUHAI,SIBU,PIL,,,马来西亚,11,"1,3,5/3",NANSHA,HONGWANG,960,1910,1910,08/01,09/14,中山海光,,,
43137,JIANGMEN,SIBU,PIL,,,马来西亚,11,"1,3,5/3",NANSHA,GAOSHA,960,1910,1910,08/01,09/14,中山海光,,,
43061,ZHONGSHAN,SIBU,PIL,,,马来西亚,11,"1,3,5/3",NANSHA,ZhongShanGang,960,1910,1910,08/01,09/14,中山海光,,,
43580,ZHONGSHAN,LABUAN,PIL,,,马来西亚,19,"1,3,5/6",NANSHA,XiaoLan,560,1060,1060,08/01,09/14,中山海光,,,
43517,ZHUHAI,LABUAN,PIL,,,马来西亚,19,"1,3,5/6",NANSHA,XIYU,560,1060,1060,08/01,09/14,中山海光,,,
43454,JIANGMEN,LABUAN,PIL,,,马来西亚,19,"1,3,5/6",NANSHA,WAIHAI,560,1060,1060,08/01,09/14,中山海光,,,
43262,FOSHAN,LABUAN,PIL,,,马来西亚,19,"1,3,5/6",NANSHA,JiuJiang,560,1060,1060,08/01,09/14,中山海光,,,
43199,ZHUHAI,LABUAN,PIL,,,马来西亚,19,"1,3,5/6",NANSHA,HONGWANG,560,1060,1060,08/01,09/14,中山海光,,,
43136,JIANGMEN,LABUAN,PIL,,,马来西亚,19,"1,3,5/6",NANSHA,GAOSHA,560,1060,1060,08/01,09/14,中山海光,,,
43060,ZHONGSHAN,LABUAN,PIL,,,马来西亚,19,"1,3,5/6",NANSHA,ZhongShanGang,560,1060,1060,08/01,09/14,中山海光,,,
43579,ZHONGSHAN,KUCHING,PIL,,,马来西亚,14,"1,3,5/5",NANSHA,XiaoLan,510,1010,1010,08/01,09/14,中山海光,,,
43516,ZHUHAI,KUCHING,PIL,,,马来西亚,14,"1,3,5/5",NANSHA,XIYU,510,1010,1010,08/01,09/14,中山海光,,,
43453,JIANGMEN,KUCHING,PIL,,,马来西亚,14,"1,3,5/5",NANSHA,WAIHAI,510,1010,1010,08/01,09/14,中山海光,,,
