id,起运港,目的港,船公司,目的港挂靠,航线代码,LINE,航程,船期,中转港,港区,20底,40底,40HQ底,起始日期,结束日期,供应商,备注,备注1,备注2
170729,SHENZHEN,HAKATA,CMA,,JKH,日本,6,6/7,,SHEKOU,25,40,40,07/24,08/31,深圳海光,",目的港免柜默认18DEM+18DET",insurance fee(USD49/unit)  不强制,"20‘GP 限重20T,超过RMB100选柜费可以装到货重27T/20'GP,大柜/HQ 货重26T以内"
161966,SHENZHEN,PORT KELANG,KMTC,North/west,KCM2,马来西亚,6,7/1,,SHEKOU,60,110,110,08/25,08/28,深圳海光,价格按截关日，SWB可以控货 运价包含BAF，目的港免柜默认14DEM+14DET,,
202557,SHENZHEN,HAKATA,EMC,,KTP,日本,5,3/5,,SHEKOU,25,40,40,08/23,08/31,深圳海光,"限卖价最低USD20/40,免电放，目的港免柜默认14DEM+14DET,只有OSAKA,KOBE,YOKOHAMA默认21DEM+14DET",,小柜限重21T内，21~27T +选柜费：RMB150~200 不等
13624,FOSHAN,JEDDAH,PIL,,,红海,18,"1,3,5/2",NANSHA,JiuJiang,1220,2020,2020,08/19,08/25,中山海光,,,
13405,ZHUHAI,JEDDAH,PIL,,,红海,18,"1,3,5/2",NANSHA,XIYU,1220,2020,2020,08/19,08/25,中山海光,,,
13343,ZHUHAI,JEDDAH,PIL,,,红海,18,"1,3,5/2",NANSHA,HONGWANG,1220,2020,2020,08/19,08/25,中山海光,,,
13281,JIANGMEN,JEDDAH,PIL,,,红海,18,"1,3,5/2",NANSHA,GAOSHA,1220,2020,2020,08/19,08/25,中山海光,,,
13186,JIANGMEN,JEDDAH,PIL,,,红海,18,"1,3,5/2",NANSHA,WAIHAI,1220,2020,2020,08/19,08/25,中山海光,,,
13140,ZHONGSHAN,JEDDAH,PIL,,,红海,18,"1,2,3,4,5/2",NANSHA,ZhongShanGang,1220,2020,2020,08/19,08/25,中山海光,,,
13010,ZHONGSHAN,JEDDAH,PIL,,,红海,18,"1,2,3,4,5/2",NANSHA,XiaoLan,1220,2020,2020,08/19,08/25,中山海光,,,
50085,SHENZHEN,PASIR GUDANG,IAL,,SIII (N3),马来西亚,6,4/5,,SHEKOU,110,190,190,08/15,08/31,深圳海光,,,"小柜22T以上,要加重柜费30USD 大柜可接到26T"
201303,ZHONGSHAN,KARACHI,PIL,SAPT,,印巴,15,"1,3,5/1",NANSHA,ZhongShanGang,520,620,620,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
201302,ZHUHAI,KARACHI,PIL,SAPT,,印巴,15,"1,3,5/1",NANSHA,HONGWANG,520,620,620,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
201301,FOSHAN,KARACHI,PIL,SAPT,,印巴,15,"1,3,5/1",NANSHA,JiuJiang,520,620,620,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
201297,JIANGMEN,KARACHI,PIL,SAPT,,印巴,15,"1,3,5/1",NANSHA,WAIHAI,520,620,620,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
201296,ZHUHAI,KARACHI,PIL,SAPT,,印巴,15,"1,3,5/1",NANSHA,XIYU,520,620,620,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
201295,ZHONGSHAN,KARACHI,PIL,SAPT,,印巴,15,"1,3,5/1",NANSHA,XiaoLan,520,620,620,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
198499,GUANGZHOU,KARACHI,PIL,K/P,,印巴,15,"1,3,5/1",SHEKOU,NanSha,545,670,670,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
72711,JIANGMEN,KARACHI,PIL,K/P,,印巴,15,"1,3,5/1",SHEKOU,GAOSHA,545,670,670,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
187870,SHENZHEN,LE HAVRE,HMM,,EU3,欧洲,31,1/2,,YANTIAN,769,1398,1448,08/23,08/31,深圳海光,,价格以开船日为准,小柜限货重17.9吨，18吨-21.79吨，收重柜费USD200/柜，21.8吨及以上，收重柜费USD400/柜
187869,SHENZHEN,ANTWERP,HMM,,EU3,欧洲,27,1/2,,YANTIAN,769,1398,1448,08/23,08/31,深圳海光,,价格以开船日为准,小柜限货重17.9吨，18吨-21.79吨，收重柜费USD200/柜，21.8吨及以上，收重柜费USD400/柜
187868,SHENZHEN,ROTTERDAM,HMM,,EU2,欧洲,41,1/2,,YANTIAN,769,1398,1448,08/23,08/31,深圳海光,,价格以开船日为准,小柜限货重17.9吨，18吨-21.79吨，收重柜费USD200/柜，21.8吨及以上，收重柜费USD400/柜
187867,SHENZHEN,GDANSK,HMM,,EU2,欧洲,31,1/2,,YANTIAN,769,1398,1448,08/23,08/31,深圳海光,,价格以开船日为准,小柜限货重17.9吨，18吨-21.79吨，收重柜费USD200/柜，21.8吨及以上，收重柜费USD400/柜
187866,SHENZHEN,BREMERHAVEN,HMM,,EU2,欧洲,27,1/2,,YANTIAN,769,1398,1448,08/23,08/31,深圳海光,,价格以开船日为准,小柜限货重17.9吨，18吨-21.79吨，收重柜费USD200/柜，21.8吨及以上，收重柜费USD400/柜
176710,SHENZHEN,ANTWERP,HMM,,EU4,欧洲,30,6/1,,YANTIAN,769,1398,1448,08/23,08/31,深圳海光,,价格以开船日为准,小柜限货重17.9吨，18吨-21.79吨，收重柜费USD200/柜，21.8吨及以上，收重柜费USD400/柜
176708,SHENZHEN,ROTTERDAM,HMM,,EU4,欧洲,24,6/1,,YANTIAN,769,1398,1448,08/23,08/31,深圳海光,,价格以开船日为准,小柜限货重17.9吨，18吨-21.79吨，收重柜费USD200/柜，21.8吨及以上，收重柜费USD400/柜
176707,SHENZHEN,SOUTHAMPTON,HMM,,AEX,欧洲,30,5/7,,YANTIAN,769,1398,1448,08/23,08/31,深圳海光,,价格以开船日为准,小柜限货重17.9吨，18吨-21.79吨，收重柜费USD200/柜，21.8吨及以上，收重柜费USD400/柜
176706,SHENZHEN,HAMBURG,HMM,,AEX,欧洲,26,5/7,,YANTIAN,769,1398,1448,08/23,08/31,深圳海光,,价格以开船日为准,小柜限货重17.9吨，18吨-21.79吨，收重柜费USD200/柜，21.8吨及以上，收重柜费USD400/柜
176705,SHENZHEN,ROTTERDAM,HMM,,AEX,欧洲,24,5/7,,YANTIAN,769,1398,1448,08/23,08/31,深圳海光,,价格以开船日为准,小柜限货重17.9吨，18吨-21.79吨，收重柜费USD200/柜，21.8吨及以上，收重柜费USD400/柜
72710,ZHUHAI,KARACHI,PIL,K/P,,印巴,15,"1,3,5/1",SHEKOU,HONGWANG,545,670,670,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
72709,FOSHAN,KARACHI,PIL,K/P,,印巴,15,"1,3,5/1",SHEKOU,JiuJiang,545,670,670,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
72706,JIANGMEN,KARACHI,PIL,K/P,,印巴,15,"1,3,5/1",SHEKOU,WAIHAI,545,670,670,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
72705,ZHUHAI,KARACHI,PIL,K/P,,印巴,15,"1,3,5/1",SHEKOU,XIYU,545,670,670,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
72704,ZHONGSHAN,KARACHI,PIL,K/P,,印巴,15,"1,3,5/1",SHEKOU,XiaoLan,545,670,670,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
72703,ZHONGSHAN,KARACHI,PIL,K/P,,印巴,15,"1,3,5/1",SHEKOU,ZhongShanGang,545,670,670,08/01,08/25,中山海光,"1.20GP超过15吨加收USD50
2.目的港14天 free days，21天免柜期，需另加USD50/100",,
177636,SHENZHEN,YANGON,IAL,AWPT,SIII (N3),马来西亚,17,4/5,PORT KELANG,SHEKOU,620,730,730,08/19,08/31,深圳海光,,,"小柜22T以上,要加重柜费30USD 大柜可接到26T"
179970,JIANGMEN,HAIPHONG,YML,,,越南,3,"1,2,3,4,5/6",SHEKOU,GAOSHA,30,50,50,08/01,08/31,中山海光,免电放目的港14+7,,
179955,JIANGMEN,HAIPHONG,YML,,,越南,3,"1,2,3,4,5/6",SHEKOU,WAIHAI,30,50,50,08/01,08/31,中山海光,免电放目的港14+7,,
179940,ZHUHAI,HAIPHONG,YML,,,越南,3,"1,2,3,4,5/6",SHEKOU,XIYU,30,50,50,08/01,08/31,中山海光,免电放目的港14+7,,
151716,FOSHAN,HAIPHONG,SITC,,,越南,3,"1,3,4,5/6",NANSHA,JiuJiang,50,50,50,08/01,08/31,中山海光,默认免柜5+3,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
151685,FOSHAN,HAIPHONG,SITC,,,越南,3,"1,3,4,5/6",NANSHA,SANSHAN,50,50,50,08/01,08/31,中山海光,默认免柜5+3,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
151654,FOSHAN,HAIPHONG,SITC,,,越南,3,"1,3,4,5/6",NANSHA,GAOMING,50,50,50,08/01,08/31,中山海光,默认免柜5+3,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
151623,FOSHAN,HAIPHONG,SITC,,,越南,3,"1,3,4,5/6",NANSHA,SanShui,50,50,50,08/01,08/31,中山海光,默认免柜5+3,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
151406,ZHUHAI,HAIPHONG,SITC,,,越南,3,"1,3,4,5/6",NANSHA,XIYU,50,50,50,08/01,08/31,中山海光,默认免柜5+3,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
151375,ZHUHAI,HAIPHONG,SITC,,,越南,3,"1,3,4,5/6",NANSHA,HONGWANG,50,50,50,08/01,08/31,中山海光,默认免柜5+3,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
151344,JIANGMEN,HAIPHONG,SITC,,,越南,3,"1,3,4,5/6",NANSHA,GAOSHA,50,50,50,08/01,08/31,中山海光,默认免柜5+3,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
151313,JIANGMEN,HAIPHONG,SITC,,,越南,3,"1,3,4,5/6",NANSHA,WAIHAI,50,50,50,08/01,08/31,中山海光,默认免柜5+3,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
151282,ZHONGSHAN,HAIPHONG,SITC,,,越南,3,"1,3,4,5/6",NANSHA,shenwan,50,50,50,08/01,08/31,中山海光,默认免柜5+3,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
151251,ZHONGSHAN,HAIPHONG,SITC,,,越南,3,"1,3,4,5/6",NANSHA,XiaoLan,50,50,50,08/01,08/31,中山海光,默认免柜5+3,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
151220,ZHONGSHAN,HAIPHONG,SITC,,,越南,3,"1,3,4,5/6",NANSHA,ZhongShanGang,50,50,50,08/01,08/31,中山海光,默认免柜5+3,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
198493,ZHUHAI,RIYADH,PIL,,,中东,,"1,3,5/2",,XIYU,820,1320,1320,08/22,08/25,中山海光,WRS USD50/100,,
198492,JIANGMEN,RIYADH,PIL,,,中东,,"1,3,5/2",,GAOSHA,820,1320,1320,08/22,08/25,中山海光,WRS USD50/100,,
198491,ZHONGSHAN,RIYADH,PIL,,,中东,,"1,3,5/2",,XiaoLan,820,1320,1320,08/22,08/25,中山海光,WRS USD50/100,,
198490,ZHONGSHAN,RIYADH,PIL,,,中东,,"1,3,5/3,5",,ZhongShanGang,820,1320,1320,08/22,08/25,中山海光,WRS USD50/100,,
13618,FOSHAN,DAMMAM,PIL,,,中东,17,"1,2,3,4,5/3",NANSHA,JiuJiang,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13508,ZHUHAI,DAMMAM,PIL,,,中东,17,"1,3,5/3",NANSHA,GAOLAN,670,1020,1020,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13399,ZHUHAI,DAMMAM,PIL,,,中东,17,"1,2,3,4,5/3",NANSHA,XIYU,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13337,ZHUHAI,DAMMAM,PIL,,,中东,17,"1,2,3,4,5/3",NANSHA,HONGWANG,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13275,JIANGMEN,DAMMAM,PIL,,,中东,17,"1,2,3,4,5/3",NANSHA,GAOSHA,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13180,JIANGMEN,DAMMAM,PIL,,,中东,17,"1,2,3,4,5/3",NANSHA,WAIHAI,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13134,ZHONGSHAN,DAMMAM,PIL,,,中东,17,"1,2,3,4,5/3",NANSHA,ZhongShanGang,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13036,ZHONGSHAN,DAMMAM,PIL,,,中东,17,"1,2,3,4,5/3",NANSHA,XiaoLan,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13619,FOSHAN,ABU DHABI,PIL,,,中东,15,"1,2,3,4,5/3",NANSHA,JiuJiang,620,920,920,08/22,08/25,中山海光,WRS USD50/100,,
13509,ZHUHAI,ABU DHABI,PIL,,,中东,15,"1,3,5/3",NANSHA,GAOLAN,670,1020,1020,08/22,08/25,中山海光,WRS USD50/100,,
13400,ZHUHAI,ABU DHABI,PIL,,,中东,15,"1,2,3,4,5/3",NANSHA,XIYU,620,920,920,08/22,08/25,中山海光,WRS USD50/100,,
13338,ZHUHAI,ABU DHABI,PIL,,,中东,15,"1,2,3,4,5/3",NANSHA,HONGWANG,620,920,920,08/22,08/25,中山海光,WRS USD50/100,,
13276,JIANGMEN,ABU DHABI,PIL,,,中东,15,"1,2,3,4,5/3",NANSHA,GAOSHA,620,920,920,08/22,08/25,中山海光,WRS USD50/100,,
13181,JIANGMEN,ABU DHABI,PIL,,,中东,15,"1,2,3,4,5/3",NANSHA,WAIHAI,620,920,920,08/22,08/25,中山海光,WRS USD50/100,,
13135,ZHONGSHAN,ABU DHABI,PIL,,,中东,15,"1,2,3,4,5/3",NANSHA,ZhongShanGang,620,920,920,08/22,08/25,中山海光,WRS USD50/100,,
152037,ZHUHAI,SOKHNA,EMC,,,红海,19,"1,2,3,4,5/1",SHEKOU,HONGWANG,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
152022,ZHUHAI,SOKHNA,EMC,,,红海,19,"1,2,3,4,5/1",SHEKOU,XIYU,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
152007,ZHONGSHAN,SOKHNA,EMC,,,红海,19,"1,2,3,4,5/1",SHEKOU,HUANGPU ZS,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
151992,ZHONGSHAN,SOKHNA,EMC,,,红海,19,"1,2,3,4,5/1",SHEKOU,shenwan,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
151977,ZHONGSHAN,SOKHNA,EMC,,,红海,19,"1,2,3,4,5/1",SHEKOU,ZhongShanGang,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
151962,ZHONGSHAN,SOKHNA,EMC,,,红海,19,"1,2,3,4,5/1",SHEKOU,XiaoLan,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
152068,JIANGMEN,AQABA,EMC,,,红海,22,"1,2,3,4,5/1",SHEKOU,GAOSHA,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
152053,JIANGMEN,AQABA,EMC,,,红海,22,"1,2,3,4,5/1",SHEKOU,WAIHAI,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
152038,ZHUHAI,AQABA,EMC,,,红海,22,"1,2,3,4,5/1",SHEKOU,HONGWANG,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
152023,ZHUHAI,AQABA,EMC,,,红海,22,"1,2,3,4,5/1",SHEKOU,XIYU,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
152008,ZHONGSHAN,AQABA,EMC,,,红海,22,"1,2,3,4,5/1",SHEKOU,HUANGPU ZS,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
151993,ZHONGSHAN,AQABA,EMC,,,红海,22,"1,2,3,4,5/1",SHEKOU,shenwan,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
151978,ZHONGSHAN,AQABA,EMC,,,红海,22,"1,2,3,4,5/1",SHEKOU,ZhongShanGang,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
151963,ZHONGSHAN,AQABA,EMC,,,红海,22,"1,2,3,4,5/1",SHEKOU,XiaoLan,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
152066,JIANGMEN,JEDDAH,EMC,,,红海,15,"1,2,3,4,5/1",SHEKOU,GAOSHA,1020,1720,1720,07/01,08/21,中山海光,不免电放,,
152051,JIANGMEN,JEDDAH,EMC,,,红海,15,"1,2,3,4,5/1",SHEKOU,WAIHAI,1020,1720,1720,07/01,08/21,中山海光,不免电放,,
152036,ZHUHAI,JEDDAH,EMC,,,红海,15,"1,2,3,4,5/1",SHEKOU,HONGWANG,1020,1720,1720,07/01,08/21,中山海光,不免电放,,
152021,ZHUHAI,JEDDAH,EMC,,,红海,15,"1,2,3,4,5/1",SHEKOU,XIYU,1020,1720,1720,07/01,08/21,中山海光,不免电放,,
152006,ZHONGSHAN,JEDDAH,EMC,,,红海,15,"1,2,3,4,5/1",SHEKOU,HUANGPU ZS,1020,1720,1720,07/01,08/21,中山海光,不免电放,,
151991,ZHONGSHAN,JEDDAH,EMC,,,红海,15,"1,2,3,4,5/1",SHEKOU,shenwan,1020,1720,1720,07/01,08/21,中山海光,不免电放,,
13006,ZHONGSHAN,ABU DHABI,PIL,,,中东,15,"1,2,3,4,5/3",NANSHA,XiaoLan,620,920,920,08/22,08/25,中山海光,WRS USD50/100,,
13616,FOSHAN,JEBEL ALI,PIL,,,中东,13,"1,2,3,4,5/3",NANSHA,JiuJiang,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13397,ZHUHAI,JEBEL ALI,PIL,,,中东,13,"1,2,3,4,5/3",NANSHA,XIYU,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13335,ZHUHAI,JEBEL ALI,PIL,,,中东,13,"1,2,3,4,5/3",NANSHA,HONGWANG,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13273,JIANGMEN,JEBEL ALI,PIL,,,中东,13,"1,2,3,4,5/3",NANSHA,GAOSHA,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13178,JIANGMEN,JEBEL ALI,PIL,,,中东,13,"1,2,3,4,5/3",NANSHA,WAIHAI,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13132,ZHONGSHAN,JEBEL ALI,PIL,,,中东,13,"1,2,3,4,5/3",NANSHA,ZhongShanGang,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
13004,ZHONGSHAN,JEBEL ALI,PIL,,,中东,13,"1,2,3,4,5/3",NANSHA,XiaoLan,620,920,920,08/22,08/25,中山海光,"WRS USD50/100 wef 4/Aug,2019",,
152067,JIANGMEN,SOKHNA,EMC,,,红海,19,"1,2,3,4,5/1",SHEKOU,GAOSHA,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
152052,JIANGMEN,SOKHNA,EMC,,,红海,19,"1,2,3,4,5/1",SHEKOU,WAIHAI,1020,1720,1720,07/08,08/21,中山海光,不免电放,,
151976,ZHONGSHAN,JEDDAH,EMC,,,红海,15,"1,2,3,4,5/1",SHEKOU,ZhongShanGang,1020,1720,1720,07/01,08/21,中山海光,不免电放,,
151961,ZHONGSHAN,JEDDAH,EMC,,,红海,15,"1,2,3,4,5/1",SHEKOU,XiaoLan,1020,1720,1720,07/01,08/21,中山海光,不免电放,,
198045,SHENZHEN,SINGAPORE,ONE SZ,,SX1,新加坡,5,6/7,,SHEKOU,20,40,40,07/01,09/30,深圳海光,可以做SWB，目的港免柜默认14DET,价格以开船日为准,普重同价
198044,SHENZHEN,SINGAPORE,ONE SZ,,PMX,新加坡,5,7/1,,SHEKOU,20,40,40,07/01,09/30,深圳海光,可以做SWB，目的港免柜默认14DET,价格以开船日为准,普重同价
203676,SHENZHEN,SINGAPORE,ONE SZ,,FE2,新加坡,3,5/7,,YANTIAN,20,30,30,08/15,09/30,深圳海光,可以做SWB，目的港免柜默认14DET,价格以开船日为准,普重同价
138750,FOSHAN,SEMARANG,SITC,,,印尼,8,7/1,SHEKOU,JiuJiang,320,320,320,08/01,08/31,中山海光,,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
138688,FOSHAN,SEMARANG,SITC,,,印尼,8,7/1,SHEKOU,GAOMING,320,320,320,08/01,08/31,中山海光,,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
138657,FOSHAN,SEMARANG,SITC,,,印尼,8,7/1,SHEKOU,SanShui,320,320,320,08/01,08/31,中山海光,,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
138533,ZHUHAI,SEMARANG,SITC,,,印尼,8,7/1,SHEKOU,HONGWANG,320,320,320,08/01,08/31,中山海光,,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
138502,ZHUHAI,SEMARANG,SITC,,,印尼,8,7/1,SHEKOU,XIYU,320,320,320,08/01,08/31,中山海光,,目的港费用 CIS65/130,"以下国家港口会收取超重费用：
菲律宾 / 印尼 /泰国 / 胡志明 / 海防  
货重等于或超过21000KGS(20GP) 或 24000KGS  (40GP 或40HQ )
收費標準: USD30 / 20’及 USD60 / 40’"
