id,附加费代码,附加费名称,船司,航线,起运港,目的港,币种,20底,40底,40HQ底,单票,付款方式
151688601,THC,THC,COSCO,中南美,SHANGHAI,MONTERREY,CNY,680,1034,1034,-,
151688601,VGM,VGM,COSCO,中南美,SHANGHAI,MONTERREY,CNY,20,20,20,-,
151688601,DC,订舱费,COSCO,中南美,SHANGHAI,MONTERREY,CNY,330,520,650,-,
151688601,FZ,封志费,COSCO,中南美,SHANGHAI,MONTERREY,CNY,50,50,50,-,
151688601,AMS,AMS,COSCO,中南美,SHANGHAI,MONTERREY,USD,0,0,0,30,
151688601,BUC,BUC,COSCO,中南美,SHANGHAI,MONTERREY,USD,90,180,180,-,
151688601,ISPS,ISPS,COSCO,中南美,SHANGHAI,MONTERREY,USD,6,6,6,-,
151306365,WJ,文件费,PIL,非洲线,SHANGHAI,REUNION,CNY,0,0,0,450,
151306365,THC,THC,PIL,非洲线,SHANGHAI,REUNION,CNY,715,1128,1128,-,
151306365,ABF,安保费,PIL,非洲线,SHANGHAI,REUNION,CNY,20,30,30,-,
151306365,AHR,舱单费,PIL,非洲线,SHANGHAI,REUNION,CNY,100,100,100,-,
151306365,DC,订舱费,PIL,非洲线,SHANGHAI,REUNION,CNY,270,380,380,-,
151306365,SBGLF,设备管理费,PIL,非洲线,SHANGHAI,REUNION,CNY,35,35,35,-,
151915845,WJ,文件费,SINKOR,日本,SHANGHAI,MIZUSHIMA,CNY,0,0,0,450,
151915845,THC,THC,SINKOR,日本,SHANGHAI,MIZUSHIMA,CNY,656,998,998,-,
151915845,DC,订舱费,SINKOR,日本,SHANGHAI,MIZUSHIMA,CNY,225,350,350,-,
151688497,WJ,文件费,SAF,非洲线,SHANGHAI,ZANZIBAR,CNY,0,0,0,450,
151915845,AFR,日本舱单,SINKOR,日本,SHANGHAI,MIZUSHIMA,USD,0,0,0,30,
151688497,THC,THC,SAF,非洲线,SHANGHAI,ZANZIBAR,CNY,563,856,856,-,
151915845,BAF,BAF,SINKOR,日本,SHANGHAI,MIZUSHIMA,USD,50,100,100,-,
151688497,ABF,安保费,SAF,非洲线,SHANGHAI,ZANZIBAR,CNY,20,30,30,-,
151915845,LSS,LSS,SINKOR,日本,SHANGHAI,MIZUSHIMA,USD,20,40,40,-,
151688497,AHR,舱单费,SAF,非洲线,SHANGHAI,ZANZIBAR,CNY,100,100,100,-,
151688497,DC,订舱费,SAF,非洲线,SHANGHAI,ZANZIBAR,CNY,420,510,510,-,
151688497,SBGLF,设备管理费,SAF,非洲线,SHANGHAI,ZANZIBAR,CNY,50,50,50,-,
151915594,WJ,文件费,PAN OCEAN,国线,SHANGHAI,INCHON,CNY,0,0,0,450,
151463680,WJ,文件费,SAF,非洲线,SHANGHAI,EAST LONDON,CNY,0,0,0,450,
151915594,THC,THC,PAN OCEAN,国线,SHANGHAI,INCHON,CNY,663,1008,1008,-,
151463680,THC,THC,SAF,非洲线,SHANGHAI,EAST LONDON,CNY,563,856,856,-,
151915594,DC,订舱费,PAN OCEAN,国线,SHANGHAI,INCHON,CNY,240,360,360,-,
151463680,ABF,安保费,SAF,非洲线,SHANGHAI,EAST LONDON,CNY,20,30,30,-,
151915594,FZ,封志费,PAN OCEAN,国线,SHANGHAI,INCHON,CNY,30,30,30,-,
151463680,AHR,舱单费,SAF,非洲线,SHANGHAI,EAST LONDON,CNY,100,100,100,-,
151915594,LSS,LSS,PAN OCEAN,国线,SHANGHAI,INCHON,USD,20,40,40,-,
151463680,DC,订舱费,SAF,非洲线,SHANGHAI,EAST LONDON,CNY,420,510,510,-,
151688596,AHR,舱单费,COSCO,中南美,SHANGHAI,MEXICO CITY,CNY,0,0,0,100,
151463680,SBGLF,设备管理费,SAF,非洲线,SHANGHAI,EAST LONDON,CNY,50,50,50,-,
151688596,WJ,文件费,COSCO,中南美,SHANGHAI,MEXICO CITY,CNY,0,0,0,500,
151915842,WJ,文件费,SINKOR,日本,SHANGHAI,NIIGATA,CNY,0,0,0,450,
151688596,THC,THC,COSCO,中南美,SHANGHAI,MEXICO CITY,CNY,680,1034,1034,-,
151915842,THC,THC,SINKOR,日本,SHANGHAI,NIIGATA,CNY,656,998,998,-,
151688596,VGM,VGM,COSCO,中南美,SHANGHAI,MEXICO CITY,CNY,20,20,20,-,
151915842,DC,订舱费,SINKOR,日本,SHANGHAI,NIIGATA,CNY,225,350,350,-,
151688596,DC,订舱费,COSCO,中南美,SHANGHAI,MEXICO CITY,CNY,330,520,650,-,
151915842,AFR,日本舱单,SINKOR,日本,SHANGHAI,NIIGATA,USD,0,0,0,30,
151688596,FZ,封志费,COSCO,中南美,SHANGHAI,MEXICO CITY,CNY,50,50,50,-,
151915842,BAF,BAF,SINKOR,日本,SHANGHAI,NIIGATA,USD,50,100,100,-,
151688596,AMS,AMS,COSCO,中南美,SHANGHAI,MEXICO CITY,USD,0,0,0,30,
151915842,LSS,LSS,SINKOR,日本,SHANGHAI,NIIGATA,USD,20,40,40,-,
151688596,BUC,BUC,COSCO,中南美,SHANGHAI,MEXICO CITY,USD,90,180,180,-,
151688596,ISPS,ISPS,COSCO,中南美,SHANGHAI,MEXICO CITY,USD,6,6,6,-,
151688494,WJ,文件费,SAF,非洲线,SHANGHAI,MOMBASA,CNY,0,0,0,450,
151688494,THC,THC,SAF,非洲线,SHANGHAI,MOMBASA,CNY,563,856,856,-,
151688494,ABF,安保费,SAF,非洲线,SHANGHAI,MOMBASA,CNY,20,30,30,-,
151688494,AHR,舱单费,SAF,非洲线,SHANGHAI,MOMBASA,CNY,100,100,100,-,
151688494,DC,订舱费,SAF,非洲线,SHANGHAI,MOMBASA,CNY,420,510,510,-,
151688494,SBGLF,设备管理费,SAF,非洲线,SHANGHAI,MOMBASA,CNY,50,50,50,-,
151914896,WJ,文件费,COHEUNG,国线,SHANGHAI,KWANGYANG,CNY,0,0,0,450,
151914896,THC,THC,COHEUNG,国线,SHANGHAI,KWANGYANG,CNY,670,1020,1020,-,
151915841,WJ,文件费,SINKOR,日本,SHANGHAI,TOYAMA,CNY,0,0,0,450,
151914896,DC,订舱费,COHEUNG,国线,SHANGHAI,KWANGYANG,CNY,230,340,390,-,
151915841,THC,THC,SINKOR,日本,SHANGHAI,TOYAMA,CNY,656,998,998,-,
151688605,AHR,舱单费,COSCO,中南美,SHANGHAI,MEXICO CITY,CNY,0,0,0,100,
151914896,LSS,LSS,COHEUNG,国线,SHANGHAI,KWANGYANG,USD,20,40,40,-,
151915841,DC,订舱费,SINKOR,日本,SHANGHAI,TOYAMA,CNY,225,350,350,-,
151688605,WJ,文件费,COSCO,中南美,SHANGHAI,MEXICO CITY,CNY,0,0,0,500,
151915841,AFR,日本舱单,SINKOR,日本,SHANGHAI,TOYAMA,USD,0,0,0,30,
151688605,THC,THC,COSCO,中南美,SHANGHAI,MEXICO CITY,CNY,680,1034,1034,-,
151915841,BAF,BAF,SINKOR,日本,SHANGHAI,TOYAMA,USD,50,100,100,-,
151688605,VGM,VGM,COSCO,中南美,SHANGHAI,MEXICO CITY,CNY,20,20,20,-,
151688605,DC,订舱费,COSCO,中南美,SHANGHAI,MEXICO CITY,CNY,330,520,650,-,
151688605,FZ,封志费,COSCO,中南美,SHANGHAI,MEXICO CITY,CNY,50,50,50,-,
151915841,LSS,LSS,SINKOR,日本,SHANGHAI,TOYAMA,USD,20,40,40,-,
151688605,AMS,AMS,COSCO,中南美,SHANGHAI,MEXICO CITY,USD,0,0,0,30,
151688605,BUC,BUC,COSCO,中南美,SHANGHAI,MEXICO CITY,USD,90,180,180,-,
151688605,ISPS,ISPS,COSCO,中南美,SHANGHAI,MEXICO CITY,USD,6,6,6,-,
151463702,WJ,文件费,SAF,非洲线,SHANGHAI,TAMATAVE,CNY,0,0,0,450,
151463702,THC,THC,SAF,非洲线,SHANGHAI,TAMATAVE,CNY,563,856,856,-,
151463702,ABF,安保费,SAF,非洲线,SHANGHAI,TAMATAVE,CNY,20,30,30,-,
151463702,AHR,舱单费,SAF,非洲线,SHANGHAI,TAMATAVE,CNY,100,100,100,-,
151463702,DC,订舱费,SAF,非洲线,SHANGHAI,TAMATAVE,CNY,420,510,510,-,
151463702,SBGLF,设备管理费,SAF,非洲线,SHANGHAI,TAMATAVE,CNY,50,50,50,-,
151915840,WJ,文件费,SINKOR,日本,SHANGHAI,TSURUGA,CNY,0,0,0,450,
151914894,WJ,文件费,COHEUNG,国线,SHANGHAI,BUSAN,CNY,0,0,0,450,
151688600,AHR,舱单费,COSCO,中南美,SHANGHAI,MONTERREY,CNY,0,0,0,100,
151914894,THC,THC,COHEUNG,国线,SHANGHAI,BUSAN,CNY,670,1020,1020,-,
151915840,THC,THC,SINKOR,日本,SHANGHAI,TSURUGA,CNY,656,998,998,-,
151688600,WJ,文件费,COSCO,中南美,SHANGHAI,MONTERREY,CNY,0,0,0,500,
151915840,DC,订舱费,SINKOR,日本,SHANGHAI,TSURUGA,CNY,225,350,350,-,
151914894,DC,订舱费,COHEUNG,国线,SHANGHAI,BUSAN,CNY,230,340,390,-,

151915840,AFR,日本舱单,SINKOR,日本,SHANGHAI,TSURUGA,USD,0,0,0,30,
151915840,BAF,BAF,SINKOR,日本,SHANGHAI,TSURUGA,USD,50,100,100,-,
151914894,LSS,LSS,COHEUNG,国线,SHANGHAI,BUSAN,USD,20,40,40,-,
,-,
151915840,LSS,LSS,SINKOR,日本,SHANGHAI,TSURUGA,USD,20,40,40,-,
151306363,WJ,文件费,PIL,非洲线,SHANGHAI,TAMATAVE,CNY,0,0,0,450,
151688600,DC,订舱费,COSCO,中南美,SHANGHAI,MONTERREY,CNY,330,520,650,-,
151306363,THC,THC,PIL,非洲线,SHANGHAI,TAMATAVE,CNY,715,1128,1128,-,
151688600,FZ,封志费,COSCO,中南美,SHANGHAI,MONTERREY,CNY,50,50,50,-,
151306363,ABF,安保费,PIL,非洲线,SHANGHAI,TAMATAVE,CNY,20,30,30,-,
151688600,AMS,AMS,COSCO,中南美,SHANGHAI,MONTERREY,USD,0,0,0,30,
151306363,AHR,舱单费,PIL,非洲线,SHANGHAI,TAMATAVE,CNY,100,100,100,-,
151306363,DC,订舱费,PIL,非洲线,SHANGHAI,TAMATAVE,CNY,270,380,380,-,
151688600,BUC,BUC,COSCO,中南美,SHANGHAI,MONTERREY,USD,90,180,180,-,
151688600,ISPS,ISPS,COSCO,中南美,SHANGHAI,MONTERREY,USD,6,6,6,-,
151306363,SBGLF,设备管理费,PIL,非洲线,SHANGHAI,TAMATAVE,CNY,35,35,35,-,
151915838,WJ,文件费,SINKOR,日本,SHANGHAI,SHIBUSHI,CNY,0,0,0,450,
151914893,WJ,文件费,COHEUNG,国线,SHANGHAI,BUSAN,CNY,0,0,0,450,
151915838,THC,THC,SINKOR,日本,SHANGHAI,SHIBUSHI,CNY,656,998,998,-,
151914893,THC,THC,COHEUNG,国线,SHANGHAI,BUSAN,CNY,670,1020,1020,-,
151688606,AHR,舱单费,COSCO,中南美,SHANGHAI,MONTERREY,CNY,0,0,0,100,
151915838,DC,订舱费,SINKOR,日本,SHANGHAI,SHIBUSHI,CNY,225,350,350,-,
151914893,DC,订舱费,COHEUNG,国线,SHANGHAI,BUSAN,CNY,230,340,390,-,
151915838,AFR,日本舱单,SINKOR,日本,SHANGHAI,SHIBUSHI,USD,0,0,0,30,
151914893,LSS,LSS,COHEUNG,国线,SHANGHAI,BUSAN,USD,20,40,40,-,
151688606,WJ,文件费,COSCO,中南美,SHANGHAI,MONTERREY,CNY,0,0,0,500,
151688606,THC,THC,COSCO,中南美,SHANGHAI,MONTERREY,CNY,680,1034,1034,-,
151688606,VGM,VGM,COSCO,中南美,SHANGHAI,MONTERREY,CNY,20,20,20,-,
151915838,LSS,LSS,SINKOR,日本,SHANGHAI,SHIBUSHI,USD,20,40,40,-,
151688495,WJ,文件费,SAF,非洲线,SHANGHAI,DAR ES SALAAM,CNY,0,0,0,450,
151688606,DC,订舱费,COSCO,中南美,SHANGHAI,MONTERREY,CNY,330,520,650,-,
151688606,FZ,封志费,COSCO,中南美,SHANGHAI,MONTERREY,CNY,50,50,50,-,
151688495,THC,THC,SAF,非洲线,SHANGHAI,DAR ES SALAAM,CNY,563,856,856,-,
151688606,AMS,AMS,COSCO,中南美,SHANGHAI,MONTERREY,USD,0,0,0,30,
151688495,ABF,安保费,SAF,非洲线,SHANGHAI,DAR ES SALAAM,CNY,20,30,30,-,
151688606,BUC,BUC,COSCO,中南美,SHANGHAI,MONTERREY,USD,90,180,180,-,
151688495,AHR,舱单费,SAF,非洲线,SHANGHAI,DAR ES SALAAM,CNY,100,100,100,-,
151688606,ISPS,ISPS,COSCO,中南美,SHANGHAI,MONTERREY,USD,6,6,6,-,
151688495,DC,订舱费,SAF,非洲线,SHANGHAI,DAR ES SALAAM,CNY,420,510,510,-,
151688495,SBGLF,设备管理费,SAF,非洲线,SHANGHAI,DAR ES SALAAM,CNY,50,50,50,-,
151914892,WJ,文件费,COHEUNG,国线,SHANGHAI,BUSAN,CNY,0,0,0,450,
151914892,THC,THC,COHEUNG,国线,SHANGHAI,BUSAN,CNY,670,1020,1020,-,
151914892,DC,订舱费,COHEUNG,国线,SHANGHAI,BUSAN,CNY,230,340,390,-,
151914892,LSS,LSS,COHEUNG,国线,SHANGHAI,BUSAN,USD,20,40,40,-,
151915837,WJ,文件费,SINKOR,日本,SHANGHAI,KANAZAWA,CNY,0,0,0,450,
151915837,THC,THC,SINKOR,日本,SHANGHAI,KANAZAWA,CNY,656,998,998,-,
151915837,DC,订舱费,SINKOR,日本,SHANGHAI,KANAZAWA,CNY,225,350,350,-,
151688593,AHR,舱单费,COSCO,中南美,SHANGHAI,ALTAMIRA,CNY,0,0,0,100,
151915837,AFR,日本舱单,SINKOR,日本,SHANGHAI,KANAZAWA,USD,0,0,0,30,
151688593,WJ,文件费,COSCO,中南美,SHANGHAI,ALTAMIRA,CNY,0,0,0,500,
151306360,WJ,文件费,PIL,非洲线,SHANGHAI,BEIRA,CNY,0,0,0,450,
151915837,BAF,BAF,SINKOR,日本,SHANGHAI,KANAZAWA,USD,50,100,100,-,
151688593,THC,THC,COSCO,中南美,SHANGHAI,ALTAMIRA,CNY,680,1034,1034,-,
151915837,LSS,LSS,SINKOR,日本,SHANGHAI,KANAZAWA,USD,20,40,40,-,
151306360,THC,THC,PIL,非洲线,SHANGHAI,BEIRA,CNY,715,1128,1128,-,
151688593,VGM,VGM,COSCO,中南美,SHANGHAI,ALTAMIRA,CNY,20,20,20,-,
151306360,ABF,安保费,PIL,非洲线,SHANGHAI,BEIRA,CNY,20,30,30,-,
151688593,DC,订舱费,COSCO,中南美,SHANGHAI,ALTAMIRA,CNY,330,520,650,-,
151306360,AHR,舱单费,PIL,非洲线,SHANGHAI,BEIRA,CNY,100,100,100,-,
151688593,FZ,封志费,COSCO,中南美,SHANGHAI,ALTAMIRA,CNY,50,50,50,-,
151306360,DC,订舱费,PIL,非洲线,SHANGHAI,BEIRA,CNY,270,380,380,-,
151688593,AMS,AMS,COSCO,中南美,SHANGHAI,ALTAMIRA,USD,0,0,0,30,
151306360,SBGLF,设备管理费,PIL,非洲线,SHANGHAI,BEIRA,CNY,35,35,35,-,
151688593,BUC,BUC,COSCO,中南美,SHANGHAI,ALTAMIRA,USD,90,180,180,-,
151688593,ISPS,ISPS,COSCO,中南美,SHANGHAI,ALTAMIRA,USD,6,6,6,-,
151914875,WJ,文件费,DONG YOUNG,国线,SHANGHAI,INCHON,CNY,0,0,0,450,
151915836,WJ,文件费,SINKOR,日本,SHANGHAI,IYOMISHIMA,CNY,0,0,0,450,
151914875,THC,THC,DONG YOUNG,国线,SHANGHAI,INCHON,CNY,660,1005,1005,-,
151915836,THC,THC,SINKOR,日本,SHANGHAI,IYOMISHIMA,CNY,656,998,998,-,
151914875,DC,订舱费,DONG YOUNG,国线,SHANGHAI,INCHON,CNY,235,350,350,-,
151915836,DC,订舱费,SINKOR,日本,SHANGHAI,IYOMISHIMA,CNY,225,350,350,-,
151306362,WJ,文件费,PIL,非洲线,SHANGHAI,NACALA,CNY,0,0,0,450,
151306362,THC,THC,PIL,非洲线,SHANGHAI,NACALA,CNY,715,1128,1128,-,
151915836,AFR,日本舱单,SINKOR,日本,SHANGHAI,IYOMISHIMA,USD,0,0,0,30,
151915836,BAF,BAF,SINKOR,日本,SHANGHAI,IYOMISHIMA,USD,50,100,100,-,
151306362,ABF,安保费,PIL,非洲线,SHANGHAI,NACALA,CNY,20,30,30,-,
151688594,AHR,舱单费,COSCO,中南美,SHANGHAI,VERACRUZ,CNY,0,0,0,100,
151915836,LSS,LSS,SINKOR,日本,SHANGHAI,IYOMISHIMA,USD,20,40,40,-,
151306362,AHR,舱单费,PIL,非洲线,SHANGHAI,NACALA,CNY,100,100,100,-,
151688594,WJ,文件费,COSCO,中南美,SHANGHAI,VERACRUZ,CNY,0,0,0,500,
151306362,DC,订舱费,PIL,非洲线,SHANGHAI,NACALA,CNY,270,380,380,-,
151688594,THC,THC,COSCO,中南美,SHANGHAI,VERACRUZ,CNY,680,1034,1034,-,
151306362,SBGLF,设备管理费,PIL,非洲线,SHANGHAI,NACALA,CNY,35,35,35,-,
151688594,VGM,VGM,COSCO,中南美,SHANGHAI,VERACRUZ,CNY,20,20,20,-,
151688594,DC,订舱费,COSCO,中南美,SHANGHAI,VERACRUZ,CNY,330,520,650,-,
151688594,FZ,封志费,COSCO,中南美,SHANGHAI,VERACRUZ,CNY,50,50,50,-,
151688594,AMS,AMS,COSCO,中南美,SHANGHAI,VERACRUZ,USD,0,0,0,30,
151688594,BUC,BUC,COSCO,中南美,SHANGHAI,VERACRUZ,USD,90,180,180,-,
151688594,ISPS,ISPS,COSCO,中南美,SHANGHAI,VERACRUZ,USD,6,6,6,-,
151914867,WJ,文件费,DONG YOUNG,国线,SHANGHAI,INCHON,CNY,0,0,0,450,
151914867,THC,THC,DONG YOUNG,国线,SHANGHAI,INCHON,CNY,660,1005,1005,-,
151914867,DC,订舱费,DONG YOUNG,国线,SHANGHAI,INCHON,CNY,235,350,350,-,
151915834,WJ,文件费,SINKOR,日本,SHANGHAI,HOSOSHIMA,CNY,0,0,0,450,
151306361,WJ,文件费,PIL,非洲线,SHANGHAI,MAPUTO,CNY,0,0,0,450,
151914867,LSS,LSS,DONG YOUNG,国线,SHANGHAI,INCHON,USD,20,40,40,-,
151915834,THC,THC,SINKOR,日本,SHANGHAI,HOSOSHIMA,CNY,656,998,998,-,
151915834,DC,订舱费,SINKOR,日本,SHANGHAI,HOSOSHIMA,CNY,225,350,350,-,
151306361,THC,THC,PIL,非洲线,SHANGHAI,MAPUTO,CNY,715,1128,1128,-,
151915834,AFR,日本舱单,SINKOR,日本,SHANGHAI,HOSOSHIMA,USD,0,0,0,30,
151306361,ABF,安保费,PIL,非洲线,SHANGHAI,MAPUTO,CNY,20,30,30,-,
151915834,BAF,BAF,SINKOR,日本,SHANGHAI,HOSOSHIMA,USD,50,100,100,-,
151306361,AHR,舱单费,PIL,非洲线,SHANGHAI,MAPUTO,CNY,100,100,100,-,
151915834,LSS,LSS,SINKOR,日本,SHANGHAI,HOSOSHIMA,USD,20,40,40,-,
151306361,DC,订舱费,PIL,非洲线,SHANGHAI,MAPUTO,CNY,270,380,380,-,
151306361,SBGLF,设备管理费,PIL,非洲线,SHANGHAI,MAPUTO,CNY,35,35,35,-,
151701867,AHR,舱单费,COSCO,中南美,SHANGHAI,MARIEL,CNY,0,0,0,100,
151701867,WJ,文件费,COSCO,中南美,SHANGHAI,MARIEL,CNY,0,0,0,500,
151914866,WJ,文件费,DONG YOUNG,国线,SHANGHAI,INCHON,CNY,0,0,0,450,
151701867,THC,THC,COSCO,中南美,SHANGHAI,MARIEL,CNY,680,1034,1034,-,
151914866,THC,THC,DONG YOUNG,国线,SHANGHAI,INCHON,CNY,660,1005,1005,-,
151701867,VGM,VGM,COSCO,中南美,SHANGHAI,MARIEL,CNY,20,20,20,-,
151701867,DC,订舱费,COSCO,中南美,SHANGHAI,MARIEL,CNY,330,520,650,-,
151914866,DC,订舱费,DONG YOUNG,国线,SHANGHAI,INCHON,CNY,235,350,350,-,
151701867,FZ,封志费,COSCO,中南美,SHANGHAI,MARIEL,CNY,50,50,50,-,
151914866,LSS,LSS,DONG YOUNG,国线,SHANGHAI,INCHON,USD,20,40,40,-,
151701867,BUC,BUC,COSCO,中南美,SHANGHAI,MARIEL,USD,90,180,180,-,
151463685,WJ,文件费,SAF,非洲线,SHANGHAI,BEIRA,CNY,0,0,0,450,
151915833,WJ,文件费,SINKOR,日本,SHANGHAI,TAKAMATSU,CNY,0,0,0,450,
151915833,THC,THC,SINKOR,日本,SHANGHAI,TAKAMATSU,CNY,656,998,998,-,
151463685,THC,THC,SAF,非洲线,SHANGHAI,BEIRA,CNY,563,856,856,-,
151915833,DC,订舱费,SINKOR,日本,SHANGHAI,TAKAMATSU,CNY,225,350,350,-,
151463685,ABF,安保费,SAF,非洲线,SHANGHAI,BEIRA,CNY,20,30,30,-,
151915833,AFR,日本舱单,SINKOR,日本,SHANGHAI,TAKAMATSU,USD,0,0,0,30,
151463685,AHR,舱单费,SAF,非洲线,SHANGHAI,BEIRA,CNY,100,100,100,-,
151915833,BAF,BAF,SINKOR,日本,SHANGHAI,TAKAMATSU,USD,50,100,100,-,
151463685,DC,订舱费,SAF,非洲线,SHANGHAI,BEIRA,CNY,420,510,510,-,
151915833,LSS,LSS,SINKOR,日本,SHANGHAI,TAKAMATSU,USD,20,40,40,-,
151463685,SBGLF,设备管理费,SAF,非洲线,SHANGHAI,BEIRA,CNY,50,50,50,-,
151914330,WJ,文件费,SINKOR,国线,SHANGHAI,ULSAN,CNY,0,0,0,450,
151914330,THC,THC,SINKOR,国线,SHANGHAI,ULSAN,CNY,656,998,998,-,
151914330,DC,订舱费,SINKOR,国线,SHANGHAI,ULSAN,CNY,225,350,350,-,
151914112,WJ,文件费,WHL,香港线,SHANGHAI,HONG KONG,CNY,0,0,0,500,
151914112,THC,THC,WHL,香港线,SHANGHAI,HONG KONG,CNY,620,930,930,-,
151914330,LSS,LSS,SINKOR,国线,SHANGHAI,ULSAN,USD,20,40,40,-,
