id,起运港,目的港,船公司,目的港挂靠,航线代码,LINE,航程,船期,中转港,港区,20底,40底,40HQ底,起始日期,结束日期,供应商,备注,备注1,备注2
151914343,SHANGHAI,TAICHUNG,JJ,-,,台湾线,3,4,直达,外六,150,300,300,08-28,09-03,九爪鱼,,,
151914347,SHANGHAI,KEELUNG,JJ,-,,台湾线,2,4,直达,外六,150,300,300,08-28,09-03,九爪鱼,,,
151914345,SHANGHAI,KEELUNG,JJ,-,,台湾线,5,7,直达,外六,150,300,300,08-28,09-03,九爪鱼,,,
151914344,SHANGHAI,TAICHUNG,JJ,-,,台湾线,4,7,直达,外六,150,300,300,08-28,09-03,九爪鱼,,,
151914779,SHANGHAI,MIZUSHIMA,KMTC,-,,日本,8,"1,2,3,6",BUSAN,外港,170,340,340,08-28,09-03,九爪鱼,,,
151915066,SHANGHAI,HIROSHIMA,KMTC,-,,日本,8,"1,2,3,6",BUSAN,外港,170,340,340,08-28,09-03,九爪鱼,,,
151915046,SHANGHAI,IYOMISHIMA,KMTC,-,,日本,10,"1,2,3,6",BUSAN,外港,170,340,340,08-28,09-03,九爪鱼,,,
151915562,SHANGHAI,MADRAS/CHENNAI,IAL,-,,,15,3,直达,外五,175,0,100,09-04,09-10,九爪鱼,"目的港CIC：USD200/USD400/USD400 到付，可申请预付
目的港CIC 可变收费",,
151913467,SHANGHAI,SAKAIMINATO,KMTC,-,,日本,8,"1,2,3,6",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151914403,SHANGHAI,MAIZURU,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151914384,SHANGHAI,HIROSHIMA,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151914415,SHANGHAI,TOKUSHIMA,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151914406,SHANGHAI,IWAKUNI,SINKOR,-,,日本,10,"7,5,2,4",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151914405,SHANGHAI,TOKUYAMA,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151914404,SHANGHAI,IMABARI,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151915845,SHANGHAI,MIZUSHIMA,SINKOR,-,,日本,8,"2,3,4,6,7",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151915842,SHANGHAI,NIIGATA,SINKOR,-,,日本,8,"7,5,2,4",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151914404,SHANGHAI,IMABARI,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151915841,SHANGHAI,TOYAMA,SINKOR,-,,日本,8,"2,3,4,6,7",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151915845,SHANGHAI,MIZUSHIMA,SINKOR,-,,日本,8,"2,3,4,6,7",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151915840,SHANGHAI,TSURUGA,SINKOR,-,,日本,,"2,3,4,6,7",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151915842,SHANGHAI,NIIGATA,SINKOR,-,,日本,8,"7,5,2,4",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151915838,SHANGHAI,SHIBUSHI,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151915841,SHANGHAI,TOYAMA,SINKOR,-,,日本,8,"2,3,4,6,7",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151915837,SHANGHAI,KANAZAWA,SINKOR,-,,日本,8,"2,3,4,6,7",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151915840,SHANGHAI,TSURUGA,SINKOR,-,,日本,,"2,3,4,6,7",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151915838,SHANGHAI,SHIBUSHI,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151915836,SHANGHAI,IYOMISHIMA,SINKOR,-,,日本,13,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151915837,SHANGHAI,KANAZAWA,SINKOR,-,,日本,8,"2,3,4,6,7",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151915834,SHANGHAI,HOSOSHIMA,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151915836,SHANGHAI,IYOMISHIMA,SINKOR,-,,日本,13,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151915833,SHANGHAI,TAKAMATSU,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,外五,180,360,360,08-28,09-03,九爪鱼,,,
151915834,SHANGHAI,HOSOSHIMA,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,-,180,360,360,08-28,09-03,九爪鱼,,,
151913510,SHANGHAI,NAOETSU,KMTC,-,,日本,8,"1,2,3,6",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151915833,SHANGHAI,TAKAMATSU,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,外五,180,360,360,08-28,09-03,九爪鱼,,,
151914402,SHANGHAI,NAOETSU,SINKOR,-,,日本,,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151913510,SHANGHAI,NAOETSU,KMTC,-,,日本,8,"1,2,3,6",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151914385,SHANGHAI,MATSUYAMA,SINKOR,-,,日本,9,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151914385,SHANGHAI,MATSUYAMA,SINKOR,-,,日本,9,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151914383,SHANGHAI,SAKAIMINATO,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151914383,SHANGHAI,SAKAIMINATO,SINKOR,-,,日本,10,"2,3,4,6,7",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151913473,SHANGHAI,FUKUYAMA,KMTC,-,,日本,8,"1,2,3,6",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151913471,SHANGHAI,AKITA,KMTC,-,,日本,8,"1,2,3,6",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151913473,SHANGHAI,FUKUYAMA,KMTC,-,,日本,8,"1,2,3,6",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151913470,SHANGHAI,IMABARI,KMTC,-,,日本,8,"1,2,3,6",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151913471,SHANGHAI,AKITA,KMTC,-,,日本,8,"1,2,3,6",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151913469,SHANGHAI,OITA,KMTC,-,,日本,8,"3,2",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151913470,SHANGHAI,IMABARI,KMTC,-,,日本,8,"1,2,3,6",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151913469,SHANGHAI,OITA,KMTC,-,,日本,8,"3,2",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151913468,SHANGHAI,YATSUSHIRO,KMTC,-,,日本,8,"1,2,3,6",BUSAN,外港,180,360,360,08-28,09-03,九爪鱼,,,
151915669,SHANGHAI,IWAKUNI,HEUNG-A,-,,日本,10,"6,7,3",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915701,SHANGHAI,SAKAIMINATO,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915702,SHANGHAI,NIIGATA,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915699,SHANGHAI,TOKUSHIMA,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915698,SHANGHAI,IMABARI,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915697,SHANGHAI,IMARI,HEUNG-A,-,,日本,10,"6,3,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915696,SHANGHAI,ISHIKARI,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915695,SHANGHAI,TOYAMA,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915694,SHANGHAI,AKITA,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915692,SHANGHAI,TOMAKOMAI,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915686,SHANGHAI,TSURUGA,HEUNG-A,-,,日本,10,"3,6",BUSAN,-,190,380,380,08-28,09-03,九爪鱼,,,
151915683,SHANGHAI,YATSUSHIRO,HEUNG-A,-,,日本,10,"3,6",BUSAN,-,190,380,380,08-28,09-03,九爪鱼,,,
151915682,SHANGHAI,MIZUSHIMA,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915681,SHANGHAI,MAIZURU,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915594,SHANGHAI,INCHON,PAN OCEAN,-,,国线,2,7,直达,外五,200,400,400,09-01,09-07,九爪鱼,,,
151914896,SHANGHAI,KWANGYANG,COHEUNG,-,,国线,3,5,直达,外六,200,400,400,09-06,09-12,九爪鱼,,,
151915680,SHANGHAI,NAOETSU,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151914894,SHANGHAI,BUSAN,COHEUNG,-,,国线,2,3,直达,外五,200,400,400,09-04,09-10,九爪鱼,异地还箱需单票确认！,,
151914893,SHANGHAI,BUSAN,COHEUNG,-,,国线,2,7,直达,外六,200,400,400,09-01,09-07,九爪鱼,异地还箱需单票确认！,,
151915679,SHANGHAI,FUKUYAMA,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151915678,SHANGHAI,TAKAMATSU,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151914892,SHANGHAI,BUSAN,COHEUNG,-,,国线,2,2,直达,外五,200,400,400,09-03,09-09,九爪鱼,异地还箱需单票确认！,,
151915677,SHANGHAI,TOYOHASHI,HEUNG-A,-,,日本,10,"3,6",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151914875,SHANGHAI,INCHON,DONG YOUNG,-,,国线,2,7,直达,外五,200,400,400,08-28,09-03,九爪鱼,默认28+28,,
151915675,SHANGHAI,YOKKAICHI,HEUNG-A,-,,日本,10,"3,6",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151914867,SHANGHAI,INCHON,DONG YOUNG,-,,国线,2,7,直达,外五,200,400,400,08-28,09-03,九爪鱼,默认28+28,,
151915674,SHANGHAI,MATSUYAMA,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151914866,SHANGHAI,INCHON,DONG YOUNG,-,,国线,2,3,直达,外五,200,400,400,08-28,09-03,九爪鱼,默认28+28,,
151915673,SHANGHAI,HIROSHIMA,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151914330,SHANGHAI,ULSAN,SINKOR,-,,国线,3,6,直达,外六,200,400,400,09-07,09-13,九爪鱼,,,
151915672,SHANGHAI,KANAZAWA,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151913614,SHANGHAI,BUSAN,KMTC,-,,国线,1,2,直达,外五,200,400,400,08-28,09-03,九爪鱼,BAF CAF CC(此运价只适用于单个箱子，一个以上箱子请另外询价),,
151915671,SHANGHAI,SHIBUSHI,HEUNG-A,-,,日本,10,"3,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151913613,SHANGHAI,BUSAN,KMTC,-,,国线,1,3,直达,外五,200,400,400,08-28,09-03,九爪鱼,BAF CAF CC(此运价只适用于单个箱子，一个以上箱子请另外询价),,
151915670,SHANGHAI,IYOMISHIMA,HEUNG-A,-,,日本,,"2,3,5,6,7",BUSAN,外港,190,380,380,08-28,09-03,九爪鱼,,,
151913612,SHANGHAI,BUSAN,KMTC,-,,国线,1,3,直达,外五,200,400,400,08-28,09-03,九爪鱼,BAF CAF CC(此运价只适用于单个箱子，一个以上箱子请另外询价),,
151913584,SHANGHAI,BUSAN,EAS,-,,国线,3,3,直达,外五,200,400,400,08-28,09-03,九爪鱼,可申请BUKOK、仁川还箱。必须上海港申请+USD90/USD120,,
151915984,SHANGHAI,BUSAN,CK-LINE,-,,国线,2,7,直达,外五,200,400,400,08-28,09-03,九爪鱼,默认10+10，可申请21+10。,,
151914753,SHANGHAI,BUSAN,HEUNG-A,-,,国线,,3,直达,-,200,400,400,08-28,09-03,九爪鱼,另加LSS,,
151913611,SHANGHAI,BUSAN,KMTC,釜山新港,,国线,2,3,直达,外五,200,400,400,08-28,09-03,九爪鱼,BAF CAF CC(此运价只适用于单个箱子，一个以上箱子请另外询价),,
151914752,SHANGHAI,BUSAN,HEUNG-A,-,,国线,,6,直达,-,200,400,400,08-31,09-06,九爪鱼,另加LSS,,
151913610,SHANGHAI,BUSAN,KMTC,-,,国线,2,7,直达,外五,200,400,400,08-28,09-03,九爪鱼,BAF CAF CC(此运价只适用于单个箱子，一个以上箱子请另外询价),,
151914747,SHANGHAI,MADRAS/CHENNAI,CUL,-,,,14,2,直达,外二,200,0,200,09-03,09-09,九爪鱼,"目的港CIC：
USD200/USD350/USD350
到付
目的港CIC 可变收费",,
151913604,SHANGHAI,KWANGYANG,KMTC,-,,国线,5,6,直达,外五,200,400,400,08-28,09-03,九爪鱼,BAF CAF CC(此运价只适用于单个箱子，一个以上箱子请另外询价),,
151913603,SHANGHAI,KWANGYANG,KMTC,-,,国线,2,2,直达,外五,200,400,400,08-28,09-03,九爪鱼,BAF CAF CC(此运价只适用于单个箱子，一个以上箱子请另外询价),,
151913588,SHANGHAI,KWANGYANG,EAS,-,,国线,4,3,直达,外五,200,400,400,08-28,09-03,九爪鱼,,,
151913602,SHANGHAI,KWANGYANG,KMTC,-,,国线,3,2,直达,外一,200,400,400,08-28,09-03,九爪鱼,BAF CAF CC(此运价只适用于单个箱子，一个以上箱子请另外询价),,
151913587,SHANGHAI,KWANGYANG,EAS,-,,国线,3,7,直达,外六,200,400,400,08-28,09-03,九爪鱼,,,
151913601,SHANGHAI,KWANGYANG,KMTC,-,,国线,3,7,直达,外五,200,400,400,08-28,09-03,九爪鱼,BAF CAF CC(此运价只适用于单个箱子，一个以上箱子请另外询价),,
151913599,SHANGHAI,ULSAN,KMTC,-,,国线,3,6,直达,外五,200,400,400,08-28,09-03,九爪鱼,BAF CAF CC(此运价只适用于单个箱子，一个以上箱子请另外询价),,
151915914,SHANGHAI,INCHON,MCC,-,,国线,,1,直达,-,200,400,400,08-28,09-03,九爪鱼,含LSS,,
151913698,SHANGHAI,TAOYUAN,SNL,-,,台湾线,5,7,KEELUNG,外一,200,400,400,08-28,09-03,九爪鱼,,,
151914396,SHANGHAI,INCHON,EAS,-,,国线,2,4,直达,外六,200,400,400,09-05,09-11,九爪鱼,,,
151915405,SHANGHAI,BUSAN,KMTC,-,,国线,2,7,直达,外五,200,400,400,08-28,09-03,九爪鱼,,,
151915402,SHANGHAI,BUSAN,KMTC,釜山新港,,国线,2,3,直达,外五,200,400,400,08-28,09-03,九爪鱼,,,
151915400,SHANGHAI,KWANGYANG,KMTC,-,,国线,3,7,直达,外五,200,400,400,08-28,09-03,九爪鱼,,,
