id,附加费,单位,币种,20底,40底,40HQ底,单票
219004,SEAL,X,RMB,,,,40
219016,THC,GH,RMB,566,887,887,
219004,THC,GH,RMB,566,887,887,
219016,TELEX,P,RMB,,,,400
219004,TELEX,P,RMB,,,,400
219016,EIR,X,RMB,,,,30
219004,EIR,X,RMB,,,,30
200301,GJF,GH,RMB,64,96,96,
200301,DCF,P,RMB,,,,102
200301,DOC,P,RMB,,,,500
200301,SEAL,X,RMB,,,,30
200301,THC,GH,RMB,646,982,982,
200301,TELEX,P,RMB,,,,300
201198,GJF,GH,RMB,64,96,96,
200301,EIR,X,RMB,,,,30
201198,DCF,P,RMB,,,,102
201198,DOC,P,RMB,,,,500
201198,SEAL,X,RMB,,,,30
201198,THC,GH,RMB,646,982,982,
201198,TELEX,P,RMB,,,,300
201198,EIR,X,RMB,,,,30
199996,GJF,GH,RMB,64,96,96,
199996,DCF,P,RMB,,,,82
199996,DOC,P,RMB,,,,450
199996,SEAL,X,RMB,,,,30
199996,THC,GH,RMB,550,825,825,
201008,GJF,GH,RMB,64,96,96,
201008,DCF,P,RMB,,,,82
199996,TELEX,P,RMB,,,,500
201008,DOC,P,RMB,,,,450
199996,EIR,X,RMB,,,,35
201008,SEAL,X,RMB,,,,30
201008,THC,GH,RMB,550,825,825,
201008,TELEX,P,RMB,,,,500
201008,EIR,X,RMB,,,,35
219003,GJF,GH,RMB,64,96,96,
219003,DCF,P,RMB,,,,82
219003,DOC,P,RMB,,,,450
219003,SEAL,X,RMB,,,,40
219003,THC,GH,RMB,566,887,887,
219003,TELEX,P,RMB,,,,400
219003,EIR,X,RMB,,,,30
200331,GJF,GH,RMB,64,96,96,
200331,DCF,P,RMB,,,,102
200331,DOC,P,RMB,,,,500
200331,SEAL,X,RMB,,,,30
200331,THC,GH,RMB,646,982,982,
200331,TELEX,P,RMB,,,,300
200331,EIR,X,RMB,,,,30
199513,GJF,GH,RMB,64,96,96,
199513,DCF,P,RMB,,,,82
200302,GJF,GH,RMB,64,96,96,
199513,DOC,P,RMB,,,,450
200302,DCF,P,RMB,,,,102
199513,SEAL,X,RMB,,,,40
201718,GJF,GH,RMB,64,96,96,
200302,DOC,P,RMB,,,,500
199513,THC,GH,RMB,566,887,887,
201718,DCF,P,RMB,,,,82
200302,SEAL,X,RMB,,,,30
199513,TELEX,P,RMB,,,,400

200302,THC,GH,RMB,646,982,982,
201718,SEAL,X,RMB,,,,40
200302,TELEX,P,RMB,,,,300
201072,DOC,P,RMB,,,,450
201718,THC,GH,RMB,566,887,887,
200302,EIR,X,RMB,,,,30
201072,SEAL,X,RMB,,,,50

201072,THC,GH,RMB,563,856,856,
201072,TELEX,P,RMB,,,,190
201072,EIR,X,RMB,,,,50
199512,GJF,GH,RMB,64,96,96,
199512,DCF,P,RMB,,,,82
199512,DOC,P,RMB,,,,450
199512,SEAL,X,RMB,,,,40
201074,GJF,GH,RMB,64,96,96,
199512,THC,GH,RMB,566,887,887,
201074,DCF,P,RMB,,,,82
199512,TELEX,P,RMB,,,,400
201074,DOC,P,RMB,,,,450
199512,EIR,X,RMB,,,,30
201074,SEAL,X,RMB,,,,50
201074,THC,GH,RMB,563,856,856,
201074,TELEX,P,RMB,,,,190
199358,GJF,GH,RMB,64,96,96,
201074,EIR,X,RMB,,,,50
199358,DCF,P,RMB,,,,82
199358,DOC,P,RMB,,,,450
199358,SEAL,X,RMB,,,,50
199358,THC,GH,RMB,563,856,856,
199358,TELEX,P,RMB,,,,190
199358,EIR,X,RMB,,,,50
201082,GJF,GH,RMB,64,96,96,
201082,DCF,P,RMB,,,,82
201082,DOC,P,RMB,,,,450
201082,SEAL,X,RMB,,,,50
201082,THC,GH,RMB,563,856,856,
201082,TELEX,P,RMB,,,,190
201082,EIR,X,RMB,,,,50
219015,GJF,GH,RMB,64,96,96,
219015,DCF,P,RMB,,,,82
219015,DOC,P,RMB,,,,450
219015,SEAL,X,RMB,,,,40
199527,GJF,GH,RMB,64,96,96,
219015,THC,GH,RMB,566,887,887,
199527,DCF,P,RMB,,,,82
219015,TELEX,P,RMB,,,,400
199527,DOC,P,RMB,,,,450
219015,EIR,X,RMB,,,,30
199527,SEAL,X,RMB,,,,40
199527,THC,GH,RMB,566,887,887,
199527,TELEX,P,RMB,,,,400
199527,EIR,X,RMB,,,,30
200257,GJF,GH,RMB,64,96,96,
200257,DCF,P,RMB,,,,102
200257,DOC,P,RMB,,,,500
200257,SEAL,X,RMB,,,,30
200257,THC,GH,RMB,646,982,982,
219020,GJF,GH,RMB,64,96,96,
200257,EIR,X,RMB,,,,30
219002,GJF,GH,RMB,64,96,96,
219020,DOC,P,RMB,,,,450
219002,DCF,P,RMB,,,,82
219020,SEAL,X,RMB,,,,40
219002,DOC,P,RMB,,,,450
219020,THC,GH,RMB,566,887,887,
219002,SEAL,X,RMB,,,,40
219020,TELEX,P,RMB,,,,400
219002,THC,GH,RMB,566,887,887,
219020,EIR,X,RMB,,,,30
219002,TELEX,P,RMB,,,,400
219002,EIR,X,RMB,,,,30
200312,GJF,GH,RMB,64,96,96,
200312,DCF,P,RMB,,,,102
200312,DOC,P,RMB,,,,500
200312,SEAL,X,RMB,,,,30
200312,THC,GH,RMB,646,982,982,
200312,TELEX,P,RMB,,,,300
199357,GJF,GH,RMB,64,96,96,
200312,EIR,X,RMB,,,,30
199357,DCF,P,RMB,,,,82
199357,DOC,P,RMB,,,,450
199357,SEAL,X,RMB,,,,50
199357,THC,GH,RMB,563,856,856,
199357,TELEX,P,RMB,,,,190
199357,EIR,X,RMB,,,,50
201071,GJF,GH,RMB,64,96,96,
201071,DCF,P,RMB,,,,82
201071,DOC,P,RMB,,,,450
201071,SEAL,X,RMB,,,,50
201071,THC,GH,RMB,563,856,856,
201071,TELEX,P,RMB,,,,190
201071,EIR,X,RMB,,,,50
200289,GJF,GH,RMB,64,96,96,
200289,DCF,P,RMB,,,,102
200289,DOC,P,RMB,,,,500
200289,SEAL,X,RMB,,,,30
200289,THC,GH,RMB,646,982,982,
200289,TELEX,P,RMB,,,,300
200289,EIR,X,RMB,,,,30
199526,GJF,GH,RMB,64,96,96,
199526,DCF,P,RMB,,,,82
199526,DOC,P,RMB,,,,450
199526,SEAL,X,RMB,,,,40
200002,GJF,GH,RMB,64,96,96,
199526,THC,GH,RMB,566,887,887,
200002,DCF,P,RMB,,,,82
199526,TELEX,P,RMB,,,,400
200002,DOC,P,RMB,,,,450
200276,GJF,GH,RMB,64,96,96,
200002,SEAL,X,RMB,,,,30
199526,EIR,X,RMB,,,,30
200002,THC,GH,RMB,550,825,825,
200276,DCF,P,RMB,,,,102
200002,TELEX,P,RMB,,,,500
200276,DOC,P,RMB,,,,500
200002,EIR,X,RMB,,,,35
200276,SEAL,X,RMB,,,,30
200276,THC,GH,RMB,646,982,982,
200276,TELEX,P,RMB,,,,300
200276,EIR,X,RMB,,,,30
201138,GJF,GH,RMB,64,96,96,
201138,DCF,P,RMB,,,,102
201138,DOC,P,RMB,,,,500
201138,SEAL,X,RMB,,,,30
201138,THC,GH,RMB,646,982,982,
201138,TELEX,P,RMB,,,,300
201138,EIR,X,RMB,,,,30
200247,GJF,GH,RMB,64,96,96,
200247,DCF,P,RMB,,,,102
200247,DOC,P,RMB,,,,500
200247,SEAL,X,RMB,,,,30
200247,THC,GH,RMB,646,982,982,
200247,TELEX,P,RMB,,,,300
200247,EIR,X,RMB,,,,30
219019,GJF,GH,RMB,64,96,96,
219005,GJF,GH,RMB,64,96,96,
219019,DCF,P,RMB,,,,82
219005,DCF,P,RMB,,,,82
219019,DOC,P,RMB,,,,450
219005,DOC,P,RMB,,,,450
219019,SEAL,X,RMB,,,,40
219005,SEAL,X,RMB,,,,40
219005,THC,GH,RMB,566,887,887,
219019,THC,GH,RMB,566,887,887,
219005,TELEX,P,RMB,,,,400
219019,TELEX,P,RMB,,,,400
219005,EIR,X,RMB,,,,30
219019,EIR,X,RMB,,,,30
201076,GJF,GH,RMB,64,96,96,
201076,DCF,P,RMB,,,,82
201076,DOC,P,RMB,,,,450
201076,SEAL,X,RMB,,,,50
201076,THC,GH,RMB,563,856,856,
201076,TELEX,P,RMB,,,,190
201076,EIR,X,RMB,,,,50
199501,GJF,GH,RMB,64,96,96,
199501,DCF,P,RMB,,,,82
199501,DOC,P,RMB,,,,450
199501,SEAL,X,RMB,,,,40
199501,THC,GH,RMB,566,887,887,
199501,TELEX,P,RMB,,,,400
199501,EIR,X,RMB,,,,30
200004,GJF,GH,RMB,64,96,96,
200004,DCF,P,RMB,,,,82
200004,DOC,P,RMB,,,,450
200004,SEAL,X,RMB,,,,30
200004,THC,GH,RMB,550,825,825,
200004,TELEX,P,RMB,,,,500
200004,EIR,X,RMB,,,,35
201139,GJF,GH,RMB,64,96,96,
201139,DCF,P,RMB,,,,102
201139,DOC,P,RMB,,,,500
201139,SEAL,X,RMB,,,,30
201139,THC,GH,RMB,646,982,982,
201139,TELEX,P,RMB,,,,300
201139,EIR,X,RMB,,,,30
199382,GJF,GH,RMB,64,96,96,
199382,DCF,P,RMB,,,,82
199382,DOC,P,RMB,,,,450
199382,SEAL,X,RMB,,,,50
199382,THC,GH,RMB,563,856,856,
199382,TELEX,P,RMB,,,,190
199382,EIR,X,RMB,,,,50
219006,GJF,GH,RMB,64,96,96,
219006,DCF,P,RMB,,,,82
219006,DOC,P,RMB,,,,450
219006,SEAL,X,RMB,,,,40
219006,THC,GH,RMB,566,887,887,
219006,TELEX,P,RMB,,,,400
219006,EIR,X,RMB,,,,30
201147,GJF,GH,RMB,64,96,96,
201147,DCF,P,RMB,,,,102
200258,GJF,GH,RMB,64,96,96,
201147,DOC,P,RMB,,,,500
200258,DCF,P,RMB,,,,102
201147,SEAL,X,RMB,,,,30
200258,DOC,P,RMB,,,,500
201147,THC,GH,RMB,646,982,982,
201147,TELEX,P,RMB,,,,300
200258,SEAL,X,RMB,,,,30
200258,THC,GH,RMB,646,982,982,
200258,TELEX,P,RMB,,,,300
201147,EIR,X,RMB,,,,30
200258,EIR,X,RMB,,,,30
200259,GJF,GH,RMB,64,96,96,
200259,DCF,P,RMB,,,,102
200259,DOC,P,RMB,,,,500
200259,SEAL,X,RMB,,,,30
200259,THC,GH,RMB,646,982,982,
200259,TELEX,P,RMB,,,,300
200259,EIR,X,RMB,,,,30
201075,GJF,GH,RMB,64,96,96,
201075,DCF,P,RMB,,,,82
201075,DOC,P,RMB,,,,450
201075,SEAL,X,RMB,,,,50
201075,THC,GH,RMB,563,856,856,
201075,TELEX,P,RMB,,,,190
201075,EIR,X,RMB,,,,50
200011,GJF,GH,RMB,64,96,96,
200011,DCF,P,RMB,,,,82
200011,DOC,P,RMB,,,,450
200011,SEAL,X,RMB,,,,30
200011,THC,GH,RMB,550,825,825,
200011,TELEX,P,RMB,,,,500
200011,EIR,X,RMB,,,,35
200314,GJF,GH,RMB,64,96,96,
200314,DCF,P,RMB,,,,102
200314,DOC,P,RMB,,,,500
200314,SEAL,X,RMB,,,,30
200314,THC,GH,RMB,646,982,982,
200314,TELEX,P,RMB,,,,300
200314,EIR,X,RMB,,,,30
201279,GJF,GH,RMB,64,96,96,
201279,DCF,P,RMB,,,,82
201279,DOC,P,RMB,,,,450
200260,GJF,GH,RMB,64,96,96,
201279,SEAL,X,RMB,,,,30
201279,THC,GH,RMB,656,963,963,
200260,SEAL,X,RMB,,,,30
201279,TELEX,P,RMB,,,,300
200260,THC,GH,RMB,646,982,982,
201279,EIR,X,RMB,,,,20
200260,TELEX,P,RMB,,,,300
200313,GJF,GH,RMB,64,96,96,
200260,EIR,X,RMB,,,,30
200313,DCF,P,RMB,,,,102
200313,DOC,P,RMB,,,,500
200313,SEAL,X,RMB,,,,30
200313,THC,GH,RMB,646,982,982,
200313,TELEX,P,RMB,,,,300
200313,EIR,X,RMB,,,,30
200006,GJF,GH,RMB,64,96,96,
200006,DCF,P,RMB,,,,82
199531,GJF,GH,RMB,64,96,96,
200006,DOC,P,RMB,,,,450
199531,DCF,P,RMB,,,,82
200006,SEAL,X,RMB,,,,30
199531,DOC,P,RMB,,,,450
199531,SEAL,X,RMB,,,,40
200006,THC,GH,RMB,550,825,825,
199531,THC,GH,RMB,566,887,887,
200006,TELEX,P,RMB,,,,500
199531,TELEX,P,RMB,,,,400
200006,EIR,X,RMB,,,,35
199531,EIR,X,RMB,,,,30
199985,GJF,GH,RMB,64,96,96,
199985,DCF,P,RMB,,,,82
199985,DOC,P,RMB,,,,450
199985,SEAL,X,RMB,,,,30
199985,THC,GH,RMB,550,825,825,
199985,TELEX,P,RMB,,,,500
199985,EIR,X,RMB,,,,35
219008,GJF,GH,RMB,64,96,96,
219008,DCF,P,RMB,,,,82
219008,DOC,P,RMB,,,,450
219008,SEAL,X,RMB,,,,40
219008,THC,GH,RMB,566,887,887,
219008,TELEX,P,RMB,,,,400
219008,EIR,X,RMB,,,,30
200315,GJF,GH,RMB,64,96,96,
200315,DCF,P,RMB,,,,102
200315,DOC,P,RMB,,,,500
200315,SEAL,X,RMB,,,,30
200315,THC,GH,RMB,646,982,982,
200315,TELEX,P,RMB,,,,300
200315,EIR,X,RMB,,,,30
200290,GJF,GH,RMB,64,96,96,
200290,DCF,P,RMB,,,,102
200290,DOC,P,RMB,,,,500
200290,SEAL,X,RMB,,,,30
200290,THC,GH,RMB,646,982,982,
200290,TELEX,P,RMB,,,,300
200290,EIR,X,RMB,,,,30
199361,GJF,GH,RMB,64,96,96,
199361,DCF,P,RMB,,,,82
199361,DOC,P,RMB,,,,450
199361,SEAL,X,RMB,,,,50
200007,GJF,GH,RMB,64,96,96,
199361,THC,GH,RMB,563,856,856,
200007,DCF,P,RMB,,,,82
199361,TELEX,P,RMB,,,,190
200007,DOC,P,RMB,,,,450
199361,EIR,X,RMB,,,,50
200007,SEAL,X,RMB,,,,30
200007,THC,GH,RMB,550,825,825,
200007,TELEX,P,RMB,,,,500
200007,EIR,X,RMB,,,,35
201140,GJF,GH,RMB,64,96,96,
201140,DCF,P,RMB,,,,102
201140,DOC,P,RMB,,,,500
201140,SEAL,X,RMB,,,,30
200239,GJF,GH,RMB,64,96,96,
201140,THC,GH,RMB,646,982,982,
200239,DCF,P,RMB,,,,102
201140,TELEX,P,RMB,,,,300
200239,DOC,P,RMB,,,,500
201140,EIR,X,RMB,,,,30
200239,SEAL,X,RMB,,,,30
200239,THC,GH,RMB,646,982,982,
200239,TELEX,P,RMB,,,,300
200239,EIR,X,RMB,,,,30
219009,GJF,GH,RMB,64,96,96,
219009,DCF,P,RMB,,,,82
219009,DOC,P,RMB,,,,450
219009,SEAL,X,RMB,,,,40
219009,THC,GH,RMB,566,887,887,
219009,TELEX,P,RMB,,,,400
219009,EIR,X,RMB,,,,30
201141,GJF,GH,RMB,64,96,96,
201141,DCF,P,RMB,,,,102
201141,DOC,P,RMB,,,,500
201141,SEAL,X,RMB,,,,30
201141,THC,GH,RMB,646,982,982,
201141,TELEX,P,RMB,,,,300
201141,EIR,X,RMB,,,,30
199363,GJF,GH,RMB,64,96,96,
200278,GJF,GH,RMB,64,96,96,
199363,DCF,P,RMB,,,,82
200303,GJF,GH,RMB,64,96,96,
200303,DCF,P,RMB,,,,102
200278,DCF,P,RMB,,,,102
199363,DOC,P,RMB,,,,450
200303,DOC,P,RMB,,,,500
200278,DOC,P,RMB,,,,500
199363,SEAL,X,RMB,,,,50
200303,SEAL,X,RMB,,,,30
200278,SEAL,X,RMB,,,,30
200303,THC,GH,RMB,646,982,982,
200278,THC,GH,RMB,646,982,982,
199363,TELEX,P,RMB,,,,190
200303,TELEX,P,RMB,,,,300
200278,TELEX,P,RMB,,,,300
200278,EIR,X,RMB,,,,30
199363,EIR,X,RMB,,,,50
200303,EIR,X,RMB,,,,30
201148,GJF,GH,RMB,64,96,96,
201148,DCF,P,RMB,,,,102
201148,DOC,P,RMB,,,,500
201148,SEAL,X,RMB,,,,30
201148,THC,GH,RMB,646,982,982,
201148,TELEX,P,RMB,,,,300
201148,EIR,X,RMB,,,,30
200853,GJF,GH,RMB,64,96,96,
200853,DCF,P,RMB,,,,102
200853,DOC,P,RMB,,,,500
200853,SEAL,X,RMB,,,,30
200852,GJF,GH,RMB,64,96,96,
200853,THC,GH,RMB,646,982,982,
200852,DCF,P,RMB,,,,102
200853,TELEX,P,RMB,,,,300
200852,DOC,P,RMB,,,,500
200853,EIR,X,RMB,,,,30
200852,SEAL,X,RMB,,,,30
200852,THC,GH,RMB,646,982,982,
200852,TELEX,P,RMB,,,,300
200852,EIR,X,RMB,,,,30
200977,GJF,GH,RMB,64,96,96,
200977,DCF,P,RMB,,,,102
200977,DOC,P,RMB,,,,450
200977,SEAL,X,RMB,,,,30
200977,THC,GH,RMB,620,930,930,
200977,TELEX,P,RMB,,,,350
200977,EIR,X,RMB,,,,30
201195,GJF,GH,RMB,64,96,96,
201195,DCF,P,RMB,,,,102
201195,DOC,P,RMB,,,,500
201195,SEAL,X,RMB,,,,30
201195,THC,GH,RMB,646,982,982,
201195,TELEX,P,RMB,,,,300
201195,EIR,X,RMB,,,,30
200034,GJF,GH,RMB,64,96,96,
200034,DCF,P,RMB,,,,82
200034,DOC,P,RMB,,,,450
200034,SEAL,X,RMB,,,,30
200034,THC,GH,RMB,550,825,825,
200034,TELEX,P,RMB,,,,500
200034,EIR,X,RMB,,,,35
200858,GJF,GH,RMB,64,96,96,
200858,DCF,P,RMB,,,,102
200858,DOC,P,RMB,,,,500
200858,SEAL,X,RMB,,,,30
200858,THC,GH,RMB,646,982,982,
200858,TELEX,P,RMB,,,,300
200858,EIR,X,RMB,,,,30
218996,GJF,GH,RMB,64,96,96,
218996,DCF,P,RMB,,,,82
218996,DOC,P,RMB,,,,450
218996,SEAL,X,RMB,,,,40
218996,THC,GH,RMB,566,887,887,
218996,TELEX,P,RMB,,,,400
218996,EIR,X,RMB,,,,30
200035,GJF,GH,RMB,64,96,96,
200035,DCF,P,RMB,,,,82
200035,DOC,P,RMB,,,,450
200035,SEAL,X,RMB,,,,30
200035,THC,GH,RMB,550,825,825,
200035,TELEX,P,RMB,,,,500
201295,GJF,GH,RMB,64,96,96,
200035,EIR,X,RMB,,,,35
201295,DCF,P,RMB,,,,82
201295,DOC,P,RMB,,,,450
6,
200248,DCF,P,RMB,,,,102
201295,SEAL,X,RMB,,,,30
200248,DOC,P,RMB,,,,500
,963,
200248,SEAL,X,RMB,,,,30

201295,EIR,X,RMB,,,,20
200248,THC,GH,RMB,646,982,982,
200248,TELEX,P,RMB,,,,300
200248,EIR,X,RMB,,,,30
199364,GJF,GH,RMB,64,96,96,
199364,DCF,P,RMB,,,,82
199364,DOC,P,RMB,,,,450
199364,SEAL,X,RMB,,,,50
199364,THC,GH,RMB,563,856,856,
199364,TELEX,P,RMB,,,,190
199364,EIR,X,RMB,,,,50
200857,GJF,GH,RMB,64,96,96,
200857,DCF,P,RMB,,,,102
200857,DOC,P,RMB,,,,500
200857,SEAL,X,RMB,,,,30
200857,THC,GH,RMB,646,982,982,
200857,TELEX,P,RMB,,,,300
200857,EIR,X,RMB,,,,30
200051,GJF,GH,RMB,64,96,96,
200051,DCF,P,RMB,,,,82
200051,DOC,P,RMB,,,,450
200051,SEAL,X,RMB,,,,30
200051,THC,GH,RMB,550,825,825,
200051,TELEX,P,RMB,,,,500
200051,EIR,X,RMB,,,,35
200282,GJF,GH,RMB,64,96,96,
200013,GJF,GH,RMB,64,96,96,
200282,DCF,P,RMB,,,,102
200013,DCF,P,RMB,,,,82
200282,DOC,P,RMB,,,,500
200013,DOC,P,RMB,,,,450
200282,SEAL,X,RMB,,,,30
200013,SEAL,X,RMB,,,,30
200282,THC,GH,RMB,646,982,982,
200013,THC,GH,RMB,550,825,825,
200282,TELEX,P,RMB,,,,300
200013,TELEX,P,RMB,,,,500
200282,EIR,X,RMB,,,,30
200013,EIR,X,RMB,,,,35
201017,GJF,GH,RMB,64,96,96,
201017,DCF,P,RMB,,,,82
201017,DOC,P,RMB,,,,450
201017,SEAL,X,RMB,,,,30
201017,THC,GH,RMB,550,825,825,
201017,TELEX,P,RMB,,,,500
201017,EIR,X,RMB,,,,35
200024,GJF,GH,RMB,64,96,96,
200024,DCF,P,RMB,,,,82
200024,DOC,P,RMB,,,,450
200024,SEAL,X,RMB,,,,30
200024,THC,GH,RMB,550,825,825,
200024,TELEX,P,RMB,,,,500
200024,EIR,X,RMB,,,,35
200012,GJF,GH,RMB,64,96,96,
200012,DCF,P,RMB,,,,82
200012,DOC,P,RMB,,,,450
200010,GJF,GH,RMB,64,96,96,
200012,SEAL,X,RMB,,,,30
200012,THC,GH,RMB,550,825,825,
200010,DCF,P,RMB,,,,82
200010,DOC,P,RMB,,,,450
200012,TELEX,P,RMB,,,,500
200010,SEAL,X,RMB,,,,30
200012,EIR,X,RMB,,,,35
200010,THC,GH,RMB,550,825,825,
200010,TELEX,P,RMB,,,,500
200010,EIR,X,RMB,,,,35
200291,GJF,GH,RMB,64,96,96,
200262,GJF,GH,RMB,64,96,96,
200291,DCF,P,RMB,,,,102
200262,DCF,P,RMB,,,,102
200291,DOC,P,RMB,,,,500
200262,DOC,P,RMB,,,,500
201009,GJF,GH,RMB,64,96,96,
200291,SEAL,X,RMB,,,,30
200262,SEAL,X,RMB,,,,30
200291,THC,GH,RMB,646,982,982,
201009,DCF,P,RMB,,,,82
200262,THC,GH,RMB,646,982,982,
201009,DOC,P,RMB,,,,450
200291,TELEX,P,RMB,,,,300
200262,TELEX,P,RMB,,,,300
201009,SEAL,X,RMB,,,,30
200291,EIR,X,RMB,,,,30
200262,EIR,X,RMB,,,,30
201009,THC,GH,RMB,550,825,825,
201009,TELEX,P,RMB,,,,500
201196,GJF,GH,RMB,64,96,96,
201009,EIR,X,RMB,,,,35
201196,DCF,P,RMB,,,,102
201196,DOC,P,RMB,,,,500
200043,GJF,GH,RMB,64,96,96,
201196,SEAL,X,RMB,,,,30
201196,THC,GH,RMB,646,982,982,
200043,DCF,P,RMB,,,,82
201196,TELEX,P,RMB,,,,300
200043,DOC,P,RMB,,,,450
201196,EIR,X,RMB,,,,30
200043,SEAL,X,RMB,,,,30
200043,THC,GH,RMB,550,825,825,
200043,TELEX,P,RMB,,,,500
200009,GJF,GH,RMB,64,96,96,
200009,DCF,P,RMB,,,,82
200043,EIR,X,RMB,,,,35
200009,DOC,P,RMB,,,,450
200009,SEAL,X,RMB,,,,30
200009,THC,GH,RMB,550,825,825,
200009,TELEX,P,RMB,,,,500
200009,EIR,X,RMB,,,,35
200317,GJF,GH,RMB,64,96,96,
200317,DCF,P,RMB,,,,102
200317,DOC,P,RMB,,,,500
200317,SEAL,X,RMB,,,,30
200317,THC,GH,RMB,646,982,982,
200317,TELEX,P,RMB,,,,300
200317,EIR,X,RMB,,,,30
200261,GJF,GH,RMB,64,96,96,
200261,DCF,P,RMB,,,,102
200292,GJF,GH,RMB,64,96,96,
200261,DOC,P,RMB,,,,500
200292,DCF,P,RMB,,,,102
200261,SEAL,X,RMB,,,,30
200292,DOC,P,RMB,,,,500
200261,THC,GH,RMB,646,982,982,
200292,SEAL,X,RMB,,,,30
200261,TELEX,P,RMB,,,,300
200292,THC,GH,RMB,646,982,982,
200261,EIR,X,RMB,,,,30
200292,TELEX,P,RMB,,,,300
200292,EIR,X,RMB,,,,30
200036,GJF,GH,RMB,64,96,96,
200036,DCF,P,RMB,,,,82
200036,DOC,P,RMB,,,,450
200036,SEAL,X,RMB,,,,30
200036,THC,GH,RMB,550,825,825,
200036,TELEX,P,RMB,,,,500
200036,EIR,X,RMB,,,,35
199545,GJF,GH,RMB,64,96,96,
199545,DCF,P,RMB,,,,82
201019,GJF,GH,RMB,64,96,96,
199545,DOC,P,RMB,,,,450
201019,DCF,P,RMB,,,,82
199545,SEAL,X,RMB,,,,40
201019,DOC,P,RMB,,,,450
200297,GJF,GH,RMB,64,96,96,
199545,THC,GH,RMB,566,887,887,
201019,SEAL,X,RMB,,,,30
200297,DCF,P,RMB,,,,102
201019,THC,GH,RMB,550,825,825,
199545,TELEX,P,RMB,,,,400
200297,DOC,P,RMB,,,,500
199545,EIR,X,RMB,,,,30
96,
201019,EIR,X,RMB,,,,35
200297,SEAL,X,RMB,,,,30
200316,DCF,P,RMB,,,,102
200297,THC,GH,RMB,646,982,982,
200316,DOC,P,RMB,,,,500
200297,TELEX,P,RMB,,,,300
200316,SEAL,X,RMB,,,,30
200297,EIR,X,RMB,,,,30
200316,THC,GH,RMB,646,982,982,
200316,TELEX,P,RMB,,,,300
200316,EIR,X,RMB,,,,30
200327,GJF,GH,RMB,64,96,96,
200327,DCF,P,RMB,,,,102
200327,DOC,P,RMB,,,,500
200327,SEAL,X,RMB,,,,30
200327,THC,GH,RMB,646,982,982,
200327,TELEX,P,RMB,,,,300
200327,EIR,X,RMB,,,,30
200052,GJF,GH,RMB,64,96,96,
200052,DCF,P,RMB,,,,82
200052,DOC,P,RMB,,,,450
200052,SEAL,X,RMB,,,,30
200052,THC,GH,RMB,550,825,825,
200052,TELEX,P,RMB,,,,500
200052,EIR,X,RMB,,,,35
201021,GJF,GH,RMB,64,96,96,
201021,DCF,P,RMB,,,,82
201021,DOC,P,RMB,,,,450
201021,SEAL,X,RMB,,,,30
201021,THC,GH,RMB,550,825,825,
201021,TELEX,P,RMB,,,,500
201021,EIR,X,RMB,,,,35
201142,GJF,GH,RMB,64,96,96,
201142,DCF,P,RMB,,,,102
201142,DOC,P,RMB,,,,500
201142,SEAL,X,RMB,,,,30
200329,GJF,GH,RMB,64,96,96,
201142,THC,GH,RMB,646,982,982,
200329,DCF,P,RMB,,,,102
201142,TELEX,P,RMB,,,,300
200329,DOC,P,RMB,,,,500
201142,EIR,X,RMB,,,,30
200329,SEAL,X,RMB,,,,30
200329,THC,GH,RMB,646,982,982,
200329,TELEX,P,RMB,,,,300
200329,EIR,X,RMB,,,,30
200277,GJF,GH,RMB,64,96,96,
219022,GJF,GH,RMB,64,96,96,
219022,DCF,P,RMB,,,,82
200277,DCF,P,RMB,,,,102
219022,DOC,P,RMB,,,,450
200277,DOC,P,RMB,,,,500
219022,SEAL,X,RMB,,,,40
200277,SEAL,X,RMB,,,,30
219022,THC,GH,RMB,566,887,887,
200277,THC,GH,RMB,646,982,982,
219022,TELEX,P,RMB,,,,400
199367,GJF,GH,RMB,64,96,96,
219022,EIR,X,RMB,,,,30
199367,DCF,P,RMB,,,,82
200277,EIR,X,RMB,,,,30
199367,DOC,P,RMB,,,,450
199367,SEAL,X,RMB,,,,50
199367,THC,GH,RMB,563,856,856,
199367,TELEX,P,RMB,,,,190
199367,EIR,X,RMB,,,,50
200037,GJF,GH,RMB,64,96,96,
200037,DCF,P,RMB,,,,82
200037,DOC,P,RMB,,,,450
200037,SEAL,X,RMB,,,,30
200037,THC,GH,RMB,550,825,825,
200037,TELEX,P,RMB,,,,500
200037,EIR,X,RMB,,,,35
200008,GJF,GH,RMB,64,96,96,
200008,DCF,P,RMB,,,,82
200008,DOC,P,RMB,,,,450
200008,SEAL,X,RMB,,,,30
200298,GJF,GH,RMB,64,96,96,
200008,THC,GH,RMB,550,825,825,
200298,DCF,P,RMB,,,,102
200008,TELEX,P,RMB,,,,500
200298,DOC,P,RMB,,,,500
200008,EIR,X,RMB,,,,35
200298,SEAL,X,RMB,,,,30
200298,THC,GH,RMB,646,982,982,
200298,TELEX,P,RMB,,,,300
200298,EIR,X,RMB,,,,30
199366,GJF,GH,RMB,64,96,96,
199366,DCF,P,RMB,,,,82
199366,DOC,P,RMB,,,,450
201078,GJF,GH,RMB,64,96,96,
200053,GJF,GH,RMB,64,96,96,
201078,DCF,P,RMB,,,,82
199366,THC,GH,RMB,563,856,856,
200264,DCF,P,RMB,,,,102
199366,TELEX,P,RMB,,,,190
